PLAYER_NAME,PLAYER_HEIGHT,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PLAYER_ID
"Moritz Wagner",210.82,111.13004,Michigan,Germany,2018,1,25,1629021
"Morris Almond",198.12,102.0582,Rice,USA,2007,1,25,201165
"Morris Peterson",200.66,98.883056,"Michigan State",USA,2000,1,21,2050
"Moses Brown",218.44,111.13004,None,USA,Undrafted,Undrafted,Undrafted,1629650
"Mouhamed Sene",210.82,104.32616,None,Senegal,2006,1,10,200754
"Mustafa Shakur",193.04,88.45044,Arizona,USA,Undrafted,Undrafted,Undrafted,201203
"Mychal Mulder",190.5,83.460928,Kentucky,Canada,Undrafted,Undrafted,Undrafted,1628539
"Myles Turner",210.82,110.222856,Texas,USA,2015,1,11,1626167
"Nassir Little",195.58,99.79024,"North Carolina",USA,2019,1,25,1629642
"Nate Robinson",175.26,81.64656,Washington,USA,2005,1,21,101126
"Nathan Jawai",208.28,127.00576,Midland,Australia,2008,2,41,201605
"Naz Reid",205.74,119.748288,None,USA,Undrafted,Undrafted,Undrafted,1629675
"Nazr Mohammed",208.28,108.86208,Kentucky,USA,1998,1,29,1737
"Ndudi Ebi",205.74,90.7184,None,USA,2003,1,26,2569
"Nemanja Bjelica",208.28,108.86208,None,Serbia,2010,2,35,202357
"Nenad Krstic",213.36,108.86208,None,"Serbia and Montenegro",2002,1,24,2420
Nene,210.82,117.93392,None,Brazil,2002,1,7,2403
"Nerlens Noel",210.82,103.418976,Kentucky,USA,2013,1,6,203457
"Nick Collison",205.74,115.66596,Kansas,USA,2003,1,12,2555
"Nick Fazekas",210.82,106.59412,Nevada,USA,2007,2,34,201174
"Nick Van Exel",185.42,83.007336,Cincinnati,USA,1993,2,37,89
"Nick Young",198.12,90.7184,"Southern California",USA,2007,1,16,201156
"Nickeil Alexander-Walker",195.58,92.98636,"Virginia Tech",Canada,2019,1,17,1629638
"Nicolas Batum",203.2,90.7184,None,France,2008,1,25,201587
"Nicolas Claxton",210.82,97.52228,Georgia,USA,2019,2,31,1629651
"Nicolo Melli",205.74,107.047712,None,Italy,Undrafted,Undrafted,Undrafted,1629740
"Nigel Williams-Goss",187.96,86.18248,Gonzaga,USA,2017,2,55,1628430
"Nikola Jokic",208.28,113.398,None,Serbia,2014,2,41,203999
"Nikola Pekovic",210.82,110.222856,None,Montenegro,2008,2,31,201593
"Nikola Vucevic",213.36,108.86208,"Southern California",Montenegro,2011,1,16,202696
"Nikoloz Tskitishvili",213.36,102.0582,None,Georgia,2002,1,5,2401
"Noah Vonleh",208.28,108.86208,Indiana,USA,2014,1,9,203943
"Noel Felix",205.74,102.0582,"Fresno State",USA,Undrafted,Undrafted,Undrafted,101230
"Nolan Smith",187.96,83.91452,Duke,USA,2011,1,21,202701
"Norman Powell",193.04,97.52228,UCLA,USA,2015,2,46,1626181
"Norris Cole",187.96,79.3786,"Cleveland State",USA,2011,1,28,202708
"Norvel Pelle",208.28,104.779752,None,USA,Undrafted,Undrafted,Undrafted,203658
"O.J. Mayo",193.04,95.25432,"Southern California",USA,2008,1,3,201564
"Obinna Ekezie",205.74,122.46984,Maryland,Nigeria,1999,2,37,1918
"OG Anunoby",203.2,106.59412,Indiana,"United Kingdom",2017,1,23,1628384
"Olden Polynice",213.36,113.398,Virginia,USA,1987,1,8,178
"Oleksiy Pecherov",213.36,106.140528,None,Ukraine,2006,1,18,200762
"Oliver Miller",205.74,140.61352,Arkansas,USA,1992,1,22,932
"Omar Cook",185.42,86.18248,"St. John's (NY)",USA,2001,2,31,2241
"Omari Spellman",205.74,111.13004,Villanova,USA,2018,1,30,1629016
"Omer Asik",213.36,115.66596,None,Turkey,2008,2,36,201600
"Omri Casspi",205.74,102.0582,None,Israel,2009,1,23,201956
"Orien Greene",193.04,94.347136,Louisiana-Lafayette,USA,2005,2,53,101158
"Oshae Brissett",200.66,95.25432,None,Canada,Undrafted,Undrafted,Undrafted,1629052
"Othella Harrington",205.74,106.59412,Georgetown,USA,1996,2,30,970
"Othello Hunter",203.2,102.0582,"Ohio State",USA,Undrafted,Undrafted,Undrafted,201629
"P.J. Brown",210.82,108.86208,"Louisiana Tech",USA,1992,2,29,136
"P.J. Tucker",198.12,111.13004,Texas,USA,2006,2,35,200782
"P.J. Washington",200.66,104.32616,Kentucky,USA,2019,1,12,1629023
"Pape Sow",208.28,113.398,"Cal State-Fullerton",Senegal,2004,2,47,2776
"Pascal Siakam",205.74,104.32616,"New Mexico State",Cameroon,2016,1,27,1627783
"Pat Burke",210.82,113.398,Auburn,Ireland,Undrafted,Undrafted,Undrafted,2469
"Pat Connaughton",195.58,93.439952,"Notre Dame",USA,2015,2,41,1626192
"Pat Garrity",205.74,107.954896,"Notre Dame",USA,1998,1,19,1727
"Patrick Beverley",185.42,83.91452,Arkansas,USA,2009,2,42,201976
"Patrick Ewing",213.36,108.86208,Georgetown,Jamaica,1985,1,1,201607
"Patrick McCaw",200.66,83.91452,"Nevada-Las Vegas",USA,2016,2,38,1627775
"Patrick O'Bryant",213.36,112.944408,Bradley,USA,2006,1,9,200753
"Patrick Patterson",205.74,106.59412,Kentucky,USA,2010,1,14,202335
"Patty Mills",182.88,83.91452,"Saint Mary's (CA)",Australia,2009,2,55,201988
"Pau Gasol",213.36,102.965384,None,Spain,2001,1,3,2200
"Paul Davis",210.82,122.46984,"Michigan State",USA,2006,2,34,200781
"Paul George",203.2,95.25432,"Fresno State",USA,2010,1,10,202331
"Paul Grant",213.36,111.13004,Wisconsin,USA,1997,1,20,1514
"Paul Millsap",203.2,117.026736,"Louisiana Tech",USA,2006,2,47,200794
"Paul Pierce",200.66,99.79024,Kansas,USA,1998,1,10,1718
"Paul Shirley",208.28,104.32616,"Iowa State",USA,Undrafted,Undrafted,Undrafted,2321
"Paul Watson",198.12,95.25432,"Fresno State",USA,Undrafted,Undrafted,Undrafted,1628778
"Pavel Podkolzin",226.06,117.93392,None,Russia,2004,1,21,2750
"Peja Stojakovic",205.74,103.872568,None,"Serbia and Montenegro",1996,1,14,978
"Peter John Ramos",220.98,124.7378,None,"Puerto Rico",2004,2,32,2762
"PJ Dozier",198.12,92.98636,"South Carolina",USA,Undrafted,Undrafted,Undrafted,1628408
"Pooh Jeter",180.34,79.3786,Portland,USA,Undrafted,Undrafted,Undrafted,200817
"Popeye Jones",203.2,113.398,"Murray State",USA,1992,2,41,461
"Pops Mensah-Bonsu",205.74,108.86208,"George Washington",USA,Undrafted,Undrafted,Undrafted,200822
"Predrag Drobnjak",210.82,123.377024,None,Yugoslavia,1997,2,48,1542
"Primoz Brezec",215.9,110.222856,None,Slovenia,2000,1,27,2056
"Quentin Richardson",198.12,101.151016,DePaul,USA,2000,1,18,2047
"Quincy Douby",190.5,79.3786,Rutgers,USA,2006,1,19,200763
"Quincy Lewis",200.66,97.52228,Minnesota,USA,1999,1,19,1900
"Quincy Pondexter",198.12,102.0582,Washington,USA,2010,1,26,202347
"Quinn Cook",187.96,81.192968,Duke,USA,Undrafted,Undrafted,Undrafted,1626188
"Quinndary Weatherspoon",190.5,92.98636,"Mississippi State",USA,2019,2,49,1629683
"Quinton Ross",198.12,87.543256,"Southern Methodist",USA,Undrafted,Undrafted,Undrafted,2624
"Qyntel Woods",203.2,100.243832,"Northeast Mississippi Community College",USA,2002,1,21,2417
"Raef LaFrentz",210.82,108.86208,Kansas,USA,1998,1,3,1711
"Rafael Araujo",210.82,127.00576,"Brigham Young",Brazil,2004,1,8,2737
"Rafer Alston",187.96,77.564232,"Fresno State",USA,1998,2,39,1747
"Raja Bell",195.58,92.532768,"Florida International","U.S. Virgin Islands",Undrafted,Undrafted,Undrafted,1952
"Rajon Rondo",185.42,77.564232,Kentucky,USA,2006,1,21,200765
"Ramon Sessions",190.5,86.18248,Nevada,USA,2007,2,56,201196
"Randolph Morris",210.82,117.93392,Kentucky,USA,Undrafted,Undrafted,Undrafted,201043
"Randy Foye",193.04,96.615096,Villanova,USA,2006,1,7,200751
"Randy Holcomb",205.74,99.79024,"San Diego State",USA,2002,2,56,2450
"Randy Livingston",193.04,94.800728,"Louisiana State",USA,1996,2,42,988
"Rashad McCants",193.04,93.893544,"North Carolina",USA,2005,1,14,101119
"Rashard Lewis",208.28,97.52228,None,USA,1998,2,32,1740
"Rasheed Wallace",210.82,102.0582,"North Carolina",USA,1995,1,4,739
"Rasho Nesterovic",213.36,112.490816,None,Slovenia,1998,1,17,1725
"Rasual Butler",200.66,92.98636,"La Salle",USA,2002,2,52,2446
"Raul Lopez",182.88,72.57472,None,Spain,2001,1,24,2221
"Raul Neto",185.42,81.192968,None,Brazil,2013,2,47,203526
"Rawle Marshall",200.66,86.18248,Oakland,USA,Undrafted,Undrafted,Undrafted,101185
"Ray Allen",195.58,92.98636,Connecticut,USA,1996,1,5,951
"Rayjon Tucker",190.5,94.800728,None,USA,Undrafted,Undrafted,Undrafted,1629730
"Raymond Felton",185.42,89.811216,"North Carolina",USA,2005,1,5,101109
"Reece Gaines",198.12,92.98636,Louisville,USA,2003,1,15,2558
"Reggie Bullock",200.66,92.98636,"North Carolina",USA,2013,1,25,203493
"Reggie Evans",203.2,111.13004,Iowa,USA,Undrafted,Undrafted,Undrafted,2501
"Reggie Jackson",190.5,94.347136,"Boston College",USA,2011,1,24,202704
"Reggie Miller",200.66,83.91452,UCLA,USA,1987,1,11,397
"Reggie Williams",201,86,Georgetown,USA,1987,1,4,202130
"Renaldo Balkman",203.2,94.347136,"South Carolina",USA,2006,1,20,200764
"Renaldo Major",200.66,86.18248,"Fresno State",USA,Undrafted,Undrafted,Undrafted,200970
"Richard Hamilton",198.12,83.91452,Connecticut,USA,1999,1,7,1888
"Richard Jefferson",200.66,100.697424,Arizona,USA,2001,1,13,2210
"Richaun Holmes",208.28,111.13004,"Bowling Green",USA,2015,2,37,1626158
"Richie Frahm",195.58,95.25432,Gonzaga,USA,Undrafted,Undrafted,Undrafted,2499
"Rick Brunson",193.04,88.45044,Temple,USA,Undrafted,Undrafted,Undrafted,1594
"Rick Fox",200.66,112.944408,"North Carolina",Canada,1991,1,24,296
"Ricky Davis",200.66,88.45044,Iowa,USA,1998,1,21,1729
"Ricky Rubio",193.04,81.64656,None,Spain,2009,1,5,201937
"RJ Barrett",198.12,97.068688,Duke,Canada,2019,1,3,1629628
"Rob Kurz",205.74,105.233344,"Notre Dame",USA,Undrafted,Undrafted,Undrafted,201633
"Robert Archibald",210.82,113.398,Illinois,Scotland,2002,2,31,2425
"Robert Covington",205.74,97.52228,"Tennessee State",USA,Undrafted,Undrafted,Undrafted,203496
"Robert Hite",187.96,83.460928,"Miami (FL)",USA,Undrafted,Undrafted,Undrafted,200823
"Robert Horry",208.28,99.79024,Alabama,USA,1992,1,11,109
"Robert Pack",187.96,86.18248,"Southern California",USA,Undrafted,Undrafted,Undrafted,123
"Robert Swift",213.36,111.13004,None,USA,2004,1,12,2741
"Robert Traylor",203.2,128.820128,Michigan,USA,1998,1,6,1714
"Robert Whaley",208.28,117.93392,Walsh,USA,2005,2,51,101156
"Robert Williams III",208.28,108.86208,"Texas A&M",USA,2018,1,27,1629057
"Robin Lopez",213.36,115.66596,Stanford,USA,2008,1,15,201577
"Rod Strickland",190.5,83.91452,DePaul,USA,1988,1,19,393
"Rodions Kurucs",205.74,95.25432,None,Latvia,2018,2,40,1629066
"Rodney Buford",195.58,85.728888,Creighton,USA,1999,2,53,1934
"Rodney Carney",200.66,92.98636,Memphis,USA,2006,1,16,200760
"Rodney Hood",203.2,97.52228,Duke,USA,2014,1,23,203918
"Rodney McGruder",193.04,92.98636,"Kansas State",USA,Undrafted,Undrafted,Undrafted,203585
"Rodney Rogers",200.66,115.66596,"Wake Forest",USA,1993,1,9,915
"Rodney Stuckey",195.58,92.98636,"Eastern Washington",USA,2007,1,15,201155
"Rodney White",205.74,107.954896,"North Carolina-Charlotte",USA,2001,1,9,2206
"Rodrigue Beaubois",182.88,77.11064,None,France,2009,1,25,201958
"Roger Mason Jr.",195.58,90.7184,Virginia,USA,2002,2,30,2427
"Roger Powell",198.12,99.79024,Illinois,USA,Undrafted,Undrafted,Undrafted,101232
"Roko Ukic",195.58,83.007336,None,USA,2005,2,41,101146
"Romeo Langford",193.04,97.975872,Indiana,USA,2019,1,14,1629641
"Ron Mercer",200.66,95.25432,Kentucky,USA,1997,1,6,1500
"Ronald Dupree",200.66,94.800728,"Louisiana State",USA,Undrafted,Undrafted,Undrafted,2648
"Rondae Hollis-Jefferson",200.66,99.79024,Arizona,USA,2015,1,23,1626178
"Ronnie Brewer",200.66,98.883056,Arkansas,USA,2006,1,14,200758
"Ronnie Price",187.96,86.18248,"Utah Valley",USA,Undrafted,Undrafted,Undrafted,101179
"Ronny Turiaf",208.28,112.944408,Gonzaga,France,2005,2,37,101142
"Roy Hibbert",218.44,126.098576,Georgetown,USA,2008,1,17,201579
"Royal Ivey",190.5,90.7184,Texas,USA,2004,2,37,2767
"Royce O'Neale",198.12,102.511792,Baylor,USA,Undrafted,Undrafted,Undrafted,1626220
"Ruben Boumtje-Boumtje",213.36,111.13004,Georgetown,USA,2001,2,49,2257
"Ruben Patterson",198.12,102.965384,Cincinnati,USA,1998,2,31,1739
"Rudy Fernandez",198.12,83.91452,None,Spain,2007,1,24,201164
"Rudy Gay",205.74,99.79024,Connecticut,USA,2006,1,8,200752
"Rudy Gobert",215.9,111.13004,None,France,2013,1,27,203497
"Rui Hachimura",203.2,104.32616,Gonzaga,Japan,2019,1,9,1629060
"Russell Westbrook",190.5,84.821704,UCLA,USA,2008,1,4,201566
"Rusty LaRue",190.5,83.91452,"Wake Forest",USA,Undrafted,Undrafted,Undrafted,1601
"Ryan Anderson",208.28,108.86208,California,USA,2008,1,21,201583
"Ryan Arcidiacono",190.5,88.45044,Villanova,USA,Undrafted,Undrafted,Undrafted,1627853
"Ryan Bowen",200.66,97.52228,Iowa,USA,1998,2,55,1763
"Ryan Broekhoff",200.66,97.52228,None,Australia,Undrafted,Undrafted,Undrafted,1629151
"Ryan Gomes",200.66,113.398,Providence,USA,2005,2,50,101155
"Ryan Hollins",213.36,104.32616,UCLA,USA,2006,2,50,200797
"Ryan Humphrey",203.2,106.59412,"Notre Dame",USA,2002,1,19,2415
"Ryan Reid",203.2,106.59412,"Florida State",USA,2010,2,57,202385
"Salim Stoudamire",185.42,81.192968,Arizona,USA,2005,2,31,101136
"Sam Cassell",190.5,83.91452,"Florida State",USA,1993,1,24,208
"Sam Young",198.12,99.79024,Pittsburgh,USA,2009,2,36,201970
"Samaki Walker",205.74,108.86208,Louisville,USA,1996,1,9,955
"Samardo Samuels",205.74,117.93392,Louisville,Jamaica,Undrafted,Undrafted,Undrafted,202396
"Samuel Dalembert",210.82,113.398,"Seton Hall",Haiti,2001,1,26,2223
"Sarunas Jasikevicius",193.04,89.357624,Maryland,USSR,Undrafted,Undrafted,Undrafted,101180
"Sasha Pavlovic",200.66,95.25432,None,Montenegro,2003,1,19,2562
"Sasha Vujacic",200.66,87.543256,None,Slovenia,2004,1,27,2756
"Scot Pollard",210.82,120.20188,Kansas,USA,1997,1,19,1513
"Scott Padgett",205.74,108.86208,Kentucky,USA,1999,1,28,1909
"Scott Williams",208.28,104.32616,"North Carolina",USA,Undrafted,Undrafted,Undrafted,281
"Scottie Pippen",200.66,103.418976,"Central Arkansas",USA,1987,1,5,937
"Sean Lampley",200.66,102.965384,California,USA,2001,2,44,2253
"Sean Marks",208.28,113.398,California,"New Zealand",1998,2,44,1752
"Sean May",205.74,120.655472,"North Carolina",USA,2005,1,13,101118
"Sean Rooks",208.28,117.93392,Arizona,USA,1992,2,30,399
"Sean Singletary",182.88,83.91452,Virginia,USA,2008,2,42,201606
"Sean Williams",208.28,106.59412,"Boston College",USA,2007,1,17,201157
"Sebastian Telfair",182.88,72.57472,None,USA,2004,1,13,2742
"Sekou Doumbouya",203.2,104.32616,None,Guinea,2019,1,15,1629635
"Semi Ojeleye",200.66,106.59412,"Southern Methodist",USA,2017,2,37,1628400
"Semih Erden",210.82,108.86208,None,Turkey,2008,2,60,201623
"Serge Ibaka",208.28,106.59412,None,"Democratic Republic of the Congo",2008,1,24,201586
"Sergei Monia",203.2,99.79024,None,Russia,2004,1,23,2752
"Sergio Rodriguez",190.5,76.203456,None,Spain,2006,1,27,200771
"Seth Curry",187.96,83.91452,Duke,USA,Undrafted,Undrafted,Undrafted,203552
"Shabazz Napier",185.42,79.3786,Connecticut,USA,2014,1,24,203894
"Shai Gilgeous-Alexander",198.12,82.100152,Kentucky,Canada,2018,1,11,1628983
"Shake Milton",198.12,93.893544,"Southern Methodist",USA,2018,2,54,1629003
"Shammond Williams",185.42,91.171992,"North Carolina",USA,1998,2,34,1742
"Shamorie Ponds",182.88,79.3786,None,USA,Undrafted,Undrafted,Undrafted,1629044
"Shandon Anderson",198.12,94.347136,Georgia,USA,1996,2,54,1000
"Shane Battier",203.2,99.79024,Duke,USA,2001,1,6,2203
"Shane Heal",182.88,81.64656,None,USA,Undrafted,Undrafted,Undrafted,1049
"Shannon Brown",193.04,92.98636,"Michigan State",USA,2006,1,25,200769
"Shaquille Harrison",193.04,86.18248,Tulsa,USA,Undrafted,Undrafted,Undrafted,1627885
"Shaquille O'Neal",215.9,136.0776,"Louisiana State",USA,1992,1,1,406
"Shareef Abdur-Rahim",205.74,104.32616,California,USA,1996,1,3,949
"Sharrod Ford",205.74,106.59412,Clemson,USA,Undrafted,Undrafted,Undrafted,101213
"Shaun Livingston",200.66,82.553744,None,USA,2004,1,4,2733
"Shavlik Randolph",208.28,108.86208,Duke,USA,Undrafted,Undrafted,Undrafted,101183
"Shawn Bradley",228.6,112.490816,"Brigham Young",USA,1993,1,2,762
"Shawn Marion",200.66,97.52228,"Nevada-Las Vegas",USA,1999,1,9,1890
"Shawne Williams",205.74,102.0582,Memphis,USA,2006,1,17,200761
"Shelden Williams",205.74,113.398,Duke,USA,2006,1,5,200749
"Shelvin Mack",190.5,93.893544,Butler,USA,2011,2,34,202714
"Skal Labissiere",210.82,102.0582,Kentucky,Haiti,2016,1,28,1627746
"Slava Medvedenko",208.28,113.398,None,Ukraine,Undrafted,Undrafted,Undrafted,2098
"Slavko Vranes",226.06,124.7378,None,USA,2003,2,39,2582
"Smush Parker",193.04,81.64656,Fordham,USA,Undrafted,Undrafted,Undrafted,2470
"Solomon Alabi",215.9,113.851592,"Florida State",Nigeria,2010,2,50,202374
"Solomon Hill",200.66,102.0582,Arizona,USA,2013,1,23,203524
"Solomon Jones",208.28,104.32616,"South Florida",USA,2006,2,33,200780
"Sonny Weems",198.12,92.079176,Arkansas,USA,2008,2,39,201603
"Speedy Claxton",180.34,75.296272,Hofstra,USA,2000,1,20,2049
"Spencer Dinwiddie",198.12,90.7184,Colorado,USA,2014,2,38,203915
"Spencer Hawes",213.36,111.13004,Washington,USA,2007,1,10,201150
"Stacey Augmon",203.2,92.98636,"Nevada-Las Vegas",USA,1991,1,9,278
"Stanley Johnson",200.66,111.13004,Arizona,USA,2015,1,8,1626169
"Stephane Lasme",203.2,97.52228,Massachusetts,Gabon,2007,2,46,201186
"Stephen Curry",190.5,83.91452,Davidson,USA,2009,1,7,201939
"Stephen Graham",198.12,97.52228,"Oklahoma State",USA,Undrafted,Undrafted,Undrafted,101211
"Stephen Jackson",203.2,98.883056,"Butler Community College",USA,1997,2,42,1536
"Stephon Marbury",187.96,81.64656,"Georgia Tech",USA,1996,1,4,950
"Sterling Brown",198.12,104.32616,"Southern Methodist",USA,2017,2,46,1628425
"Steve Blake",190.5,78.017824,Maryland,USA,2003,2,38,2581
"Steve Francis",190.5,87.543256,Maryland,USA,1999,1,2,1883
"Steve Nash",190.5,88.45044,"Santa Clara",Canada,1996,1,15,959
"Steve Novak",208.28,99.79024,Marquette,USA,2006,2,32,200779
"Steven Adams",213.36,115.66596,Pittsburgh,"New Zealand",2013,1,12,203500
"Steven Hill",213.36,111.13004,Arkansas,USA,Undrafted,Undrafted,Undrafted,201631
"Steven Hunter",208.28,101.604608,DePaul,USA,2001,1,15,2212
"Steven Smith",203.2,97.52228,"Michigan State",USA,1991,1,5,200848
"Stromile Swift",205.74,102.0582,"Louisiana State",USA,2000,1,2,2031
"Sun Sun",205.74,92.98636,None,USA,2007,2,40,201180
"Sundiata Gaines",185.42,88.45044,Georgia,USA,Undrafted,Undrafted,Undrafted,202178
"Svi Mykhailiuk",203.2,92.98636,Kansas,Ukraine,2018,2,47,1629004
"T.J. Ford",182.88,74.84268,Texas,USA,2003,1,8,2551
"T.J. McConnell",187.96,90.7184,Arizona,USA,Undrafted,Undrafted,Undrafted,204456
"T.J. Warren",203.2,97.52228,"North Carolina State",USA,2014,1,14,203933
"Tacko Fall",226.06,141.067112,None,Senegal,Undrafted,Undrafted,Undrafted,1629605
"Taj Gibson",205.74,102.0582,"Southern California",USA,2009,1,26,201959
"Talen Horton-Tucker",193.04,106.140528,"Iowa State",USA,2019,2,46,1629659
"Tamar Slay",203.2,97.52228,Marshall,USA,2002,2,53,2447
"Tang Hamilton",203.2,99.79024,"Mississippi State",USA,Undrafted,Undrafted,Undrafted,2347
"Tarence Kinsey",198.12,85.728888,"South Carolina",USA,Undrafted,Undrafted,Undrafted,200814
"Tariq Abdul-Wahad",198.12,101.151016,"San Jose State",France,1997,1,11,1505
"Tariq Owens",208.28,92.98636,"Texas Tech",USA,Undrafted,Undrafted,Undrafted,1629745
"Taurean Green",182.88,80.285784,Florida,USA,2007,2,52,201192
"Taurean Prince",203.2,99.79024,Baylor,USA,2016,1,12,1627752
"Tayshaun Prince",205.74,97.52228,Kentucky,USA,2002,1,23,2419
"Terance Mann",195.58,97.52228,"Florida State",USA,2019,2,48,1629611
"Terence Davis",193.04,91.171992,None,USA,Undrafted,Undrafted,Undrafted,1629056
"Terence Morris",205.74,100.243832,Maryland,USA,2001,2,33,2242
"Terrance Ferguson",200.66,83.460928,None,USA,2017,1,21,1628390
"Terrel Harris",193.04,86.18248,"Oklahoma State",USA,Undrafted,Undrafted,Undrafted,202227
"Terrence Ross",198.12,88.45044,Washington,USA,2012,1,8,203082
"Terrence Williams",198.12,99.79024,Louisville,USA,2009,1,11,201944
"Terry Rozier",187.96,86.18248,Louisville,USA,2015,1,16,1626179
"Thabo Sefolosha",200.66,97.52228,None,Switzerland,2006,1,13,200757
"Thaddeus Young",203.2,99.79024,"Georgia Tech",USA,2007,1,12,201152
"Thanasis Antetokounmpo",200.66,92.98636,None,Greece,2014,2,51,203648
"Theo Pinson",198.12,98.883056,None,USA,Undrafted,Undrafted,Undrafted,1629033
"Theo Ratliff",208.28,102.0582,Wyoming,USA,1995,1,18,689
"Theron Smith",203.2,102.0582,"Ball State",USA,Undrafted,Undrafted,Undrafted,2604
"Thomas Bryant",208.28,112.490816,Indiana,USA,2017,2,42,1628418
"Thomas Gardner",195.58,102.0582,Missouri,USA,Undrafted,Undrafted,Undrafted,201242
"Thon Maker",215.9,101.151016,None,"South Sudan",2016,1,10,1627748
"Tiago Splitter",210.82,108.86208,None,Brazil,2007,1,28,201168
"Tierre Brown",187.96,85.728888,"McNeese State",USA,Undrafted,Undrafted,Undrafted,2357
"Tim Duncan",213.36,112.490816,"Wake Forest","US Virgin Islands",1997,1,1,1495
"Tim Frazier",185.42,77.11064,None,USA,Undrafted,Undrafted,Undrafted,204025
"Tim Hardaway Jr.",198.12,92.98636,Michigan,USA,2013,1,24,203501
"Tim Thomas",208.28,104.32616,Villanova,USA,1997,1,7,1501
"Timofey Mozgov",215.9,113.398,None,Russia,Undrafted,Undrafted,Undrafted,202389
"Timothe Luwawu-Cabarrot",198.12,92.98636,None,France,2016,1,24,1627789
"TJ Leaf",208.28,104.32616,UCLA,USA,2017,1,18,1628388
"Tobias Harris",203.2,102.511792,Tennessee,USA,2011,1,19,202699
"Todd Day",198.12,85.275296,Arkansas,USA,1992,1,8,103
"Tom Gugliotta",208.28,108.86208,"North Carolina State",USA,1992,1,6,339
"Tomas Satoransky",200.66,95.25432,None,"Czech Republic",2012,2,32,203107
"Toney Douglas",185.42,90.7184,"Florida State",USA,2009,1,29,201962
"Toni Kukoc",210.82,105.233344,None,Croatia,1990,2,29,389
"Tony Allen",193.04,96.615096,"Oklahoma State",USA,2004,1,25,2754
"Tony Battie",210.82,108.86208,"Texas Tech",USA,1997,1,5,1499
"Tony Bobbitt",193.04,86.18248,Cincinnati,USA,Undrafted,Undrafted,Undrafted,2800
"Tony Bradley",208.28,112.490816,"North Carolina",USA,2017,1,28,1628396
"Tony Delk",187.96,85.728888,Kentucky,USA,1996,1,16,960
"Tony Massenburg",205.74,113.398,Maryland,USA,1990,2,43,763
"Tony Parker",187.96,80.285784,None,France,2001,1,28,2225
"Tony Snell",200.66,90.7184,"New Mexico",USA,2013,1,20,203503
"Torraye Braggs",203.2,111.13004,Xavier,USA,1998,2,57,1765
"Torrey Craig",198.12,97.52228,"South Carolina Upstate",USA,Undrafted,Undrafted,Undrafted,1628470
"Tracy McGrady",203.2,95.25432,None,USA,1997,1,9,1503
"Tracy Murray",200.66,103.418976,UCLA,USA,1992,1,18,145
"Trae Young",187.96,81.64656,Oklahoma,USA,2018,1,5,1629027
"Trajan Langdon",190.5,88.45044,Duke,USA,1999,1,11,1892
"Travis Best",180.34,82.553744,"Georgia Tech",USA,1995,1,23,696
"Travis Diener",185.42,79.3786,Marquette,USA,2005,2,38,101143
"Travis Hansen",198.12,92.98636,"Brigham Young",USA,2003,2,37,2580
"Travis Knight",213.36,106.59412,Connecticut,USA,1996,1,29,969
"Travis Leslie",193.04,92.98636,Georgia,USA,2011,2,47,202727
"Travis Outlaw",205.74,95.25432,None,USA,2003,1,23,2566
"Tremaine Fowlkes",203.2,99.79024,"Fresno State",USA,1998,2,54,1762
"Tremont Waters",177.8,79.3786,"Louisiana State",USA,2019,2,51,1629682
"Trenton Hassell",195.58,90.7184,"Austin Peay",USA,2001,2,29,2239
"Treveon Graham",198.12,102.511792,"Virginia Commonwealth",USA,Undrafted,Undrafted,Undrafted,1626203
"Trevor Ariza",203.2,90.7184,UCLA,USA,2004,2,43,2772
"Trevor Booker",203.2,108.86208,Clemson,USA,2010,1,23,202344
"Trey Burke",185.42,86.18248,Michigan,USA,2013,1,9,203504
"Trey Johnson",195.58,98.883056,"Jackson State",USA,Undrafted,Undrafted,Undrafted,201234
"Trey Lyles",208.28,106.140528,Kentucky,USA,2015,1,12,1626168
"Trey Thompkins",208.28,111.13004,Georgia,USA,2011,2,37,202717
"Tristan Thompson",205.74,102.965384,Texas,Canada,2011,1,4,202684
"Troy Bell",185.42,81.64656,"Boston College",USA,2003,1,16,2559
"Troy Brown Jr.",200.66,97.52228,Oregon,USA,2018,1,15,1628972
"Troy Daniels",193.04,92.532768,"Virginia Commonwealth",USA,Undrafted,Undrafted,Undrafted,203584
"Troy Hudson",185.42,80.739376,"Southern Illinois",USA,Undrafted,Undrafted,Undrafted,1607
"Troy Murphy",210.82,111.13004,"Notre Dame",USA,2001,1,14,2211
"Ty Jerome",195.58,88.45044,Virginia,USA,2019,1,24,1629660
"Ty Lawson",180.34,88.45044,"North Carolina",USA,2009,1,18,201951
"Tyler Cook",203.2,115.66596,None,USA,Undrafted,Undrafted,Undrafted,1629076
"Tyler Hansbrough",205.74,113.398,"North Carolina",USA,2009,1,13,201946
"Tyler Herro",195.58,88.45044,Kentucky,USA,2019,1,13,1629639
"Tyler Honeycutt",203.2,85.275296,UCLA,USA,2011,2,35,202715
"Tyler Johnson",190.5,86.18248,"Fresno State",USA,Undrafted,Undrafted,Undrafted,204020
"Tyreke Evans",198.12,99.79024,Memphis,USA,2009,1,4,201936
"Tyrone Hill",205.74,111.13004,Xavier,USA,1990,1,11,238
