PLAYER_NAME,PLAYER_HEIGHT,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PLAYER_ID
"Delonte West",193.04,81.64656,"Saint Joseph's",USA,2004,1,24,2753
"DeMar DeRozan",200.66,99.79024,"Southern California",USA,2009,1,9,201942
"DeMarcus Cousins",210.82,122.46984,Kentucky,USA,2010,1,5,202326
"DeMarcus Nelson",193.04,90.7184,Duke,USA,Undrafted,Undrafted,Undrafted,201634
"DeMarre Carroll",203.2,96.161504,Missouri,USA,2009,1,27,201960
"Demetris Nichols",203.2,97.975872,Syracuse,USA,2007,2,53,201193
"Deng Gai",205.74,113.398,Fairfield,"Sudan (UK)",Undrafted,Undrafted,Undrafted,101184
"Dennis Horner",205.74,104.32616,"North Carolina State",USA,Undrafted,Undrafted,Undrafted,202862
"Dennis Schroder",185.42,76.203456,None,Germany,2013,1,17,203471
"Dennis Smith Jr.",190.5,88.45044,"North Carolina State",USA,2017,1,9,1628372
"Denzel Valentine",198.12,96.161504,"Michigan State",USA,2016,1,14,1627756
"Deonte Burton",195.58,111.13004,"Iowa State",USA,Undrafted,Undrafted,Undrafted,1629126
"Derek Anderson",195.58,88.45044,Kentucky,USA,1997,1,13,1507
"Derek Fisher",185.42,90.7184,"Arkansas-Little Rock",USA,1996,1,24,965
"Derek Hood",203.2,104.32616,Arkansas,USA,Undrafted,Undrafted,Undrafted,1967
"DerMarr Johnson",205.74,91.171992,Cincinnati,USA,2000,1,6,2035
"Deron Williams",190.5,95.25432,Illinois,USA,2005,1,3,101114
"Derrick Brown",203.2,102.965384,Xavier,USA,2009,2,40,201974
"Derrick Byars",200.66,99.79024,Vanderbilt,USA,2007,2,42,201182
"Derrick Coleman",208.28,117.93392,Syracuse,USA,1990,1,1,934
"Derrick Dial",193.04,83.460928,"Eastern Michigan",USA,1998,2,52,1760
"Derrick Favors",208.28,111.583632,"Georgia Tech",USA,2010,1,3,202324
"Derrick Jones Jr.",200.66,86.18248,"Nevada-Las Vegas",USA,Undrafted,Undrafted,Undrafted,1627884
"Derrick Rose",190.5,86.18248,Memphis,USA,2008,1,1,201565
"Derrick Walton Jr.",185.42,83.91452,Michigan,USA,Undrafted,Undrafted,Undrafted,1628476
"Derrick White",193.04,86.18248,Colorado,USA,2017,1,29,1628401
"Derrick Williams",203.2,109.315672,Arizona,USA,2011,1,2,202682
"Derrick Zimmerman",190.5,88.45044,"Mississippi State",USA,2003,2,40,2583
"DeSagana Diop",213.36,136.0776,None,Senegal,2001,1,8,2205
"DeShawn Stevenson",195.58,95.25432,None,USA,2000,1,23,2052
"Desmon Farmer",195.58,99.79024,"Southern California",USA,Undrafted,Undrafted,Undrafted,2824
"Desmond Ferguson",200.66,95.25432,"Detroit Mercy",USA,Undrafted,Undrafted,Undrafted,2724
"Desmond Mason",195.58,97.52228,"Oklahoma State",USA,2000,1,17,2046
"Desmond Penigar",200.66,111.13004,"Utah State",USA,Undrafted,Undrafted,Undrafted,2667
"Devean George",203.2,99.79024,Augsburg,USA,1999,1,23,1904
"Devin Booker",198.12,93.439952,Kentucky,USA,2015,1,13,1626164
"Devin Brown",195.58,106.59412,"Texas-San Antonio",USA,Undrafted,Undrafted,Undrafted,2484
"Devin Ebanks",205.74,97.52228,"West Virginia",USA,2010,2,43,202365
"Devin Green",200.66,96.161504,Hampton,USA,Undrafted,Undrafted,Undrafted,101209
"Devin Harris",190.5,83.91452,Wisconsin,USA,2004,1,5,2734
"Devon Hall",187.96,97.52228,Virginia,USA,2018,2,53,1628985
"Devonte' Graham",187.96,83.91452,Kansas,USA,2018,2,34,1628984
"Dewan Hernandez",208.28,106.59412,Miami,USA,2019,2,59,1629608
"Dewayne Dedmon",213.36,115.66596,"Southern California",USA,Undrafted,Undrafted,Undrafted,203473
"Dexter Pittman",210.82,139.706336,Texas,USA,2010,2,32,202354
"Dijon Thompson",200.66,88.45044,UCLA,USA,2005,2,54,101159
"Dikembe Mutombo",218.44,113.398,Georgetown,Congo,1991,1,4,87
"Dillon Brooks",198.12,99.79024,Oregon,Canada,2017,2,45,1628415
"Dion Glover",195.58,103.418976,"Georgia Tech",USA,1999,1,20,1901
"Dion Waiters",193.04,97.52228,Syracuse,USA,2012,1,4,203079
"Dirk Nowitzki",213.36,107.501304,None,Germany,1998,1,9,1717
"DJ Mbenga",213.36,111.13004,None,"Democratic Republic of the Congo",Undrafted,Undrafted,Undrafted,2788
"DJ Strawberry",195.58,91.171992,Maryland,USA,2007,2,59,201199
"DJ White",205.74,113.851592,Indiana,USA,2008,1,29,201591
"Domantas Sabonis",210.82,108.86208,Gonzaga,Lithuania,2016,1,11,1627734
"Dominic McGuire",205.74,99.79024,"Fresno State",USA,2007,2,47,201187
"Dominique Jones",195.58,97.52228,"South Florida",USA,2010,1,25,202346
"Donald Sloan",190.5,92.98636,"Texas A&M",USA,Undrafted,Undrafted,Undrafted,202388
"Donell Taylor",195.58,83.007336,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,101182
"Donnell Harvey",203.2,99.79024,Florida,USA,2000,1,22,2051
"Donovan Mitchell",190.5,97.52228,Louisville,USA,2017,1,13,1628378
"Donta Hall",205.74,103.872568,None,USA,Undrafted,Undrafted,Undrafted,1629743
"Donta Smith",200.66,97.52228,"Southeastern Illinois",USA,2004,2,34,2764
"Donte DiVincenzo",193.04,92.079176,Villanova,USA,2018,1,17,1628978
"Donte Greene",210.82,102.511792,Syracuse,USA,2008,1,28,201590
"Dontell Jefferson",195.58,88.45044,Arkansas,USA,Undrafted,Undrafted,Undrafted,200971
"Donyell Marshall",205.74,104.32616,Connecticut,USA,1994,1,4,923
"Dorell Wright",200.66,95.25432,None,USA,2004,1,19,2748
"Dorian Finney-Smith",203.2,99.79024,Florida,USA,Undrafted,Undrafted,Undrafted,1627827
"Doug Christie",198.12,92.98636,Pepperdine,USA,1992,1,17,57
"Doug McDermott",203.2,102.0582,Creighton,USA,2014,1,11,203926
"Doug Overton",190.5,86.18248,"La Salle",USA,1991,2,40,77
"Dragan Bender",215.9,102.0582,None,Croatia,2016,1,4,1627733
"Draymond Green",200.66,104.32616,"Michigan State",USA,2012,2,35,203110
"Drew Eubanks",208.28,111.13004,None,USA,Undrafted,Undrafted,Undrafted,1629234
"Drew Gooden",208.28,104.32616,Kansas,USA,2002,1,4,2400
"Duncan Robinson",203.2,95.25432,Michigan,USA,Undrafted,Undrafted,Undrafted,1629130
"Dusty Hannahs",193.04,88.45044,Arkansas,USA,Undrafted,Undrafted,Undrafted,1628605
"Dwayne Bacon",200.66,100.243832,"Florida State",USA,2017,2,40,1628407
"Dwayne Jones",210.82,113.398,"Saint Joseph's",USA,Undrafted,Undrafted,Undrafted,101204
"Dwight Howard",210.82,113.398,None,USA,2004,1,1,2730
"Dwight Powell",210.82,108.86208,Stanford,Canada,2014,2,45,203939
"Dwyane Wade",193.04,96.161504,Marquette,USA,2003,1,5,2548
"Dzanan Musa",205.74,94.347136,None,"Bosnia and Herzegovina",2018,1,29,1629058
"Earl Barron",213.36,122.46984,Memphis,USA,Undrafted,Undrafted,Undrafted,2853
"Earl Boykins",165.1,65.77084,"Eastern Michigan",USA,Undrafted,Undrafted,Undrafted,1863
"Earl Clark",208.28,102.0582,Louisville,USA,2009,1,14,201947
"Earl Watson",185.42,86.18248,UCLA,USA,2001,2,39,2248
"Ed Davis",208.28,97.52228,"North Carolina",USA,2010,1,13,202334
"Eddie Basden",195.58,97.52228,"North Carolina-Charlotte",USA,Undrafted,Undrafted,Undrafted,101188
"Eddie Gill",182.88,86.18248,"Weber State",USA,Undrafted,Undrafted,Undrafted,2109
"Eddie Griffin",208.28,99.79024,"Seton Hall",USA,2001,1,7,2204
"Eddie House",185.42,81.64656,"Arizona State",USA,2000,2,37,2067
"Eddie Jones",198.12,86.18248,Temple,USA,1994,1,10,224
"Eddie Robinson",205.74,95.25432,"Central Oklahoma",USA,Undrafted,Undrafted,Undrafted,1944
"Eddy Curry",210.82,129.27372,None,USA,2001,1,4,2201
"Edmond Sumner",195.58,85.275296,Xavier,USA,2017,2,52,1628410
"Eduardo Najera",203.2,106.140528,Oklahoma,Mexico,2000,2,38,2059
"Edwin Ubiles",198.12,92.532768,Siena,"Puerto Rico",Undrafted,Undrafted,Undrafted,202775
"Ekpe Udoh",208.28,111.13004,Baylor,USA,2010,1,6,202327
"Elden Campbell",213.36,113.398,Clemson,USA,1990,1,27,922
"Elfrid Payton",193.04,83.91452,Louisiana-Lafayette,USA,2014,1,10,203901
"Elie Okobo",190.5,86.18248,None,France,2018,2,31,1629059
"Elliot Williams",196,86,Memphis,USA,2010,1,22,202343
"Elton Brand",203.2,117.93392,Duke,USA,1999,1,1,1882
"Emeka Okafor",208.28,114.305184,Connecticut,USA,2004,1,2,2731
"Emmanuel Mudiay",195.58,90.7184,None,"Democratic Republic of the Congo",2015,1,7,1626144
"Enes Kanter",210.82,121.109064,Kentucky,Turkey,2011,1,3,202683
"Eric Bledsoe",185.42,88.45044,Kentucky,USA,2010,1,18,202339
"Eric Dawson",205.74,113.398,"Midwestern State",USA,Undrafted,Undrafted,Undrafted,201286
"Eric Gordon",190.5,100.697424,Indiana,USA,2008,1,7,201569
"Eric Mika",208.28,105.686936,None,USA,Undrafted,Undrafted,Undrafted,1628450
"Eric Paschall",198.12,115.66596,Villanova,USA,2019,2,41,1629672
"Eric Piatkowski",200.66,97.52228,Nebraska,USA,1994,1,15,15
"Eric Snow",190.5,90.7184,"Michigan State",USA,1995,2,43,727
"Eric Williams",203.2,99.79024,Providence,USA,1995,1,14,677
"Erick Dampier",210.82,120.20188,"Mississippi State",USA,1996,1,10,956
"Erick Strickland",190.5,95.25432,Nebraska,USA,Undrafted,Undrafted,Undrafted,1065
"Erik Daniels",203.2,97.068688,Kentucky,USA,Undrafted,Undrafted,Undrafted,2845
"Ernest Brown",213.36,110.676448,"Indian Hills Community College",USA,2000,2,52,2081
"Ersan Ilyasova",205.74,106.59412,None,Turkey,2005,2,36,101141
"Ervin Johnson",210.82,111.13004,"New Orleans",USA,1993,1,23,911
"Esteban Batista",208.28,122.46984,None,Uruguay,Undrafted,Undrafted,Undrafted,101212
"Etan Thomas",208.28,117.93392,Syracuse,USA,2000,1,12,2041
"E'Twaun Moore",193.04,86.636072,Purdue,USA,2011,2,55,202734
"Evan Fournier",198.12,90.7184,None,France,2012,1,20,203095
"Evan Turner",200.66,92.98636,"Ohio State",USA,2010,1,2,202323
"Fabricio Oberto",208.28,111.13004,None,Argentina,Undrafted,Undrafted,Undrafted,101177
"Felipe Lopez",198.12,88.45044,"St. John's (NY)","Dominican Republic",1998,1,24,1732
"Flip Murray",193.04,86.18248,Shaw,USA,2002,2,41,2436
"Francisco Elson",213.36,106.59412,California,Netherlands,1999,2,41,1922
"Francisco Garcia",200.66,88.45044,Louisville,"Dominican Republic",2005,1,23,101128
"Frank Jackson",190.5,92.98636,Duke,USA,2017,2,31,1628402
"Frank Kaminsky",213.36,108.86208,Wisconsin,USA,2015,1,9,1626163
"Frank Mason",180.34,86.18248,Kansas,USA,2017,2,34,1628412
"Frank Ntilikina",195.58,86.18248,None,France,2017,1,8,1628373
"Frank Williams",190.5,92.98636,Illinois,USA,2002,1,25,2421
"Fred Hoiberg",193.04,92.079176,"Iowa State",USA,1995,2,52,697
"Fred Jones",187.96,98.883056,Oregon,USA,2002,1,14,2410
"Fred VanVleet",182.88,88.45044,"Wichita State",USA,Undrafted,Undrafted,Undrafted,1627832
"Fred Vinson",193.04,86.18248,"Georgia Tech",USA,Undrafted,Undrafted,Undrafted,1844
"Furkan Korkmaz",200.66,86.18248,None,Turkey,2016,1,26,1627788
"Gabe Pruitt",193.04,77.11064,"Southern California",USA,2007,2,32,201172
"Gabe Vincent",190.5,90.7184,"Cal-Santa Barbara",USA,Undrafted,Undrafted,Undrafted,1629216
"Garrett Temple",198.12,86.18248,"Louisiana State",USA,Undrafted,Undrafted,Undrafted,202066
"Garrison Mathews",195.58,97.52228,None,USA,Undrafted,Undrafted,Undrafted,1629726
"Gary Clark",203.2,102.0582,None,USA,Undrafted,Undrafted,Undrafted,1629109
"Gary Forbes",200.66,99.79024,Massachusetts,Panama,Undrafted,Undrafted,Undrafted,201814
"Gary Harris",193.04,95.25432,"Michigan State",USA,2014,1,19,203914
"Gary Neal",193.04,95.25432,Towson,USA,Undrafted,Undrafted,Undrafted,202390
"Gary Payton",193.04,86.18248,"Oregon State",USA,1990,1,2,56
"Gary Payton II",190.5,86.18248,"Oregon State",USA,Undrafted,Undrafted,Undrafted,1627780
"Gary Trent",203.2,113.398,Ohio,USA,1995,1,11,718
"Gary Trent Jr.",198.12,92.98636,None,USA,Undrafted,Undrafted,Undrafted,1629018
"Geno Carlisle",190.5,90.7184,California,USA,Undrafted,Undrafted,Undrafted,2367
"George Hill",187.96,81.64656,"Indiana Purdue-Indianapolis",USA,2008,1,26,201588
"George Lynch",203.2,103.418976,"North Carolina",USA,1993,1,12,248
"Georges Niang",203.2,104.32616,"Iowa State",USA,2016,2,50,1627777
"Gerald Fitch",190.5,85.275296,Kentucky,USA,Undrafted,Undrafted,Undrafted,2809
"Gerald Green",203.2,90.7184,None,USA,2005,1,18,101123
"Gerald Henderson",195.58,97.52228,Duke,USA,2009,1,12,201945
"Gerald Wallace",200.66,97.52228,Alabama,USA,2001,1,25,2222
"Giannis Antetokounmpo",205.74,92.98636,None,Greece,2013,1,15,203507
"Gilbert Arenas",190.5,86.636072,Arizona,USA,2001,2,30,2240
"Glen Davis",205.74,131.088088,"Louisiana State",USA,2007,2,35,201175
"Glen Rice",203.2,99.79024,Michigan,USA,1989,1,4,779
"Glenn Robinson",200.66,106.59412,Purdue,USA,1994,1,1,299
"Glenn Robinson III",200.66,100.697424,Michigan,USA,2014,2,40,203922
"Goga Bitadze",210.82,113.398,None,Georgia,2019,1,18,1629048
"Goran Dragic",193.04,81.64656,None,Slovenia,2008,2,45,201609
"Gordan Giricek",198.12,97.975872,None,Croatia,1999,2,40,1921
"Gordon Hayward",203.2,93.893544,Butler,USA,2010,1,9,202330
"Gorgui Dieng",210.82,107.954896,Louisville,Senegal,2013,1,21,203476
"Grant Hill",203.2,102.0582,Duke,USA,1994,1,3,255
"Grant Williams",198.12,107.047712,Tennessee,USA,2019,1,22,1629684
"Grayson Allen",195.58,89.811216,Duke,USA,2018,1,21,1628960
"Greg Buckner",193.04,95.25432,Clemson,USA,1998,2,53,1761
"Greg Monroe",210.82,113.398,Georgetown,USA,2010,1,7,202328
"Greg Oden",213.36,129.27372,"Ohio State",USA,2007,1,1,201141
"Greg Ostertag",218.44,127.00576,Kansas,USA,1995,1,28,731
"Greg Smith",208.28,113.398,"Fresno State",USA,Undrafted,Undrafted,Undrafted,202962
"Greg Stiemsma",210.82,117.93392,Wisconsin,USA,Undrafted,Undrafted,Undrafted,201880
"Greivis Vasquez",198.12,95.707912,Maryland,Venezuela,2010,1,28,202349
"Guillermo Diaz",187.96,83.91452,"Miami (FL)",USA,2006,2,52,200799
"Gustavo Ayon",208.28,113.398,None,Mexico,Undrafted,Undrafted,Undrafted,202970
"Ha Ha",220.98,138.34556,"Yonsei (KOR)","South Korea",2004,2,46,2775
"Hakim Warrick",205.74,99.336648,Syracuse,USA,2005,1,19,101124
"Hamed Haddadi",218.44,115.212368,None,Iran,Undrafted,Undrafted,Undrafted,201632
"Hamidou Diallo",195.58,89.811216,Kentucky,USA,2018,2,45,1628977
"Harrison Barnes",203.2,95.25432,"North Carolina",USA,2012,1,7,203084
"Harry Giles III",208.28,108.86208,Duke,USA,2017,1,20,1628385
"Hasheem Thabeet",220.98,121.109064,Connecticut,Tanzania,2009,1,2,201934
"Hassan Adams",193.04,99.79024,Arizona,USA,2006,2,54,200801
"Hassan Whiteside",213.36,106.59412,Marshall,USA,2010,2,33,202355
"Hedo Turkoglu",203.2,99.79024,None,Turkey,2000,1,16,2045
"Henry Ellenson",210.82,111.13004,Marquette,USA,2016,1,18,1627740
"Henry Walker",198.12,99.79024,"Kansas State",USA,2008,2,47,201611
"Hilton Armstrong",210.82,106.59412,Connecticut,USA,2006,1,12,200756
"Hiram Fuller",205.74,108.86208,"Fresno State",USA,Undrafted,Undrafted,Undrafted,2673
"Horace Grant",208.28,111.13004,Clemson,USA,1987,1,10,270
"Horace Jenkins",185.42,81.64656,"William Paterson",USA,Undrafted,Undrafted,Undrafted,2798
"Howard Eisley",187.96,80.285784,"Boston College",USA,1994,2,30,458
"Hubert Davis",195.58,83.007336,"North Carolina",USA,1992,1,20,93
"Ian Mahinmi",210.82,104.32616,None,France,2005,1,28,101133
"Ibrahim Kutluay",198.12,90.7184,None,USA,Undrafted,Undrafted,Undrafted,2825
"Ignas Brazdeikis",198.12,100.243832,Michigan,Lithuania,2019,2,47,1629649
"Ike Diogu",203.2,115.66596,"Arizona State",USA,2005,1,9,101113
"Iman Shumpert",195.58,99.79024,"Georgia Tech",USA,2011,1,17,202697
"Ime Udoka",195.58,97.52228,"Portland State",USA,Undrafted,Undrafted,Undrafted,2137
"Ira Newble",200.66,97.52228,"Miami (OH)",USA,Undrafted,Undrafted,Undrafted,1956
"Isaac Bonga",203.2,81.64656,None,Germany,2018,2,39,1629067
"Isaiah Hartenstein",213.36,112.944408,None,Germany,2017,2,43,1628392
"Isaiah Roby",203.2,104.32616,"University of Nebraska-Lincoln",USA,2019,2,45,1629676
"Isaiah Thomas",175.26,83.91452,Washington,USA,2011,2,60,202738
"Ish Smith",182.88,79.3786,"Wake Forest",USA,Undrafted,Undrafted,Undrafted,202397
"Ivan Johnson",203.2,115.66596,"Cal State-San Bernardino",USA,Undrafted,Undrafted,Undrafted,201274
"Ivan McFarlin",200.66,103.872568,"Oklahoma State",USA,Undrafted,Undrafted,Undrafted,200829
"Ivica Zubac",215.9,108.86208,None,Croatia,2016,2,32,1627826
"J.J. Barea",182.88,79.3786,Northeastern,"Puerto Rico",Undrafted,Undrafted,Undrafted,200826
"J.P. Macura",195.58,92.98636,Xavier,USA,Undrafted,Undrafted,Undrafted,1629122
"J.R. Bremer",187.96,83.91452,"St. Bonaventure",USA,Undrafted,Undrafted,Undrafted,2452
"J.R. Giddens",195.58,97.52228,"New Mexico",USA,2008,1,30,201592
"Ja Morant",190.5,78.925008,"Murray State",USA,2019,1,2,1629630
"Jabari Parker",203.2,108.86208,Duke,USA,2014,1,2,203953
"Jabari Smith",210.82,113.398,"Louisiana State",USA,2000,2,45,2074
"Jackie Butler",208.28,113.398,"Southern Illinois",USA,Undrafted,Undrafted,Undrafted,2866
"Jackson Vroman",208.28,99.79024,"Iowa State",USA,2004,2,31,2761
"Jacob Evans",198.12,95.25432,Cincinnati,USA,2018,1,28,1628980
"Jacque Vaughn",185.42,86.18248,Kansas,USA,1997,1,27,1521
"Jae Crowder",198.12,106.59412,Marquette,USA,2012,2,34,203109
"Jahidi White",205.74,131.54168,Georgetown,USA,1998,2,43,1751
"Jahlil Okafor",210.82,124.7378,Duke,USA,2015,1,3,1626143
"JaJuan Johnson",208.28,100.243832,Purdue,USA,2011,1,27,202707
"JaKarr Sampson",205.74,97.068688,"St. John's (NY)",USA,Undrafted,Undrafted,Undrafted,203960
"Jake Layman",205.74,95.25432,Maryland,USA,2016,2,47,1627774
"Jake Tsakalidis",218.44,129.27372,None,Greece,2000,1,25,2054
"Jake Voskuhl",210.82,111.13004,Connecticut,USA,2000,2,33,2063
"Jakob Poeltl",213.36,104.32616,Utah,Austria,2016,1,9,1627751
"Jalen Brunson",190.5,86.18248,Villanova,USA,2018,2,33,1628973
"Jalen Lecque",193.04,83.91452,None,USA,Undrafted,Undrafted,Undrafted,1629665
"Jalen McDaniels",208.28,92.98636,"San Diego State",USA,2019,2,52,1629667
"Jalen Rose",203.2,95.25432,Michigan,USA,1994,1,13,147
"Jamaal Magloire",208.28,117.93392,Kentucky,Canada,2000,1,19,2048
"Jamaal Tinsley",190.5,88.45044,"Iowa State",USA,2001,1,27,2224
"Jamal Crawford",195.58,90.7184,Michigan,USA,2000,1,8,2037
"Jamal Mashburn",203.2,113.398,Kentucky,USA,1993,1,4,469
"Jamal Murray",193.04,93.893544,Kentucky,Canada,2016,1,7,1627750
"Jamal Sampson",210.82,106.59412,California,USA,2002,2,46,2441
"Jamario Moon",203.2,92.98636,"Meridian Community College",USA,Undrafted,Undrafted,Undrafted,200081
"Jameer Nelson",182.88,86.18248,"Saint Joseph's",USA,2004,1,20,2749
"James Anderson",198.12,97.52228,"Oklahoma State",USA,2010,1,20,202341
"James Augustine",208.28,106.59412,Illinois,USA,2006,2,41,200788
"James Ennis III",200.66,94.347136,"Long Beach State",USA,2013,2,50,203516
"James Harden",195.58,99.79024,"Arizona State",USA,2009,1,3,201935
"James Johnson",205.74,111.13004,"Wake Forest",USA,2009,1,16,201949
"James Jones",203.2,97.52228,"Miami (FL)",USA,2003,2,49,2592
"James Lang",208.28,138.34556,None,USA,2003,2,48,2591
"James Posey",203.2,97.52228,Xavier,USA,1999,1,18,1899
"James Singleton",203.2,97.52228,"Murray State",USA,Undrafted,Undrafted,Undrafted,101189
"James Thomas",203.2,106.59412,Texas,USA,Undrafted,Undrafted,Undrafted,2839
"James White",200.66,90.7184,Cincinnati,USA,2006,2,31,200778
"JamesOn Curry",190.5,86.18248,"Oklahoma State",USA,2007,2,51,201191
"Jamison Brewer",187.96,80.739376,Auburn,USA,2001,2,40,2249
"JaMychal Green",203.2,104.32616,Alabama,USA,Undrafted,Undrafted,Undrafted,203210
"Jan Vesely",210.82,108.86208,None,"Czech Republic",2011,1,6,202686
"Jannero Pargo",187.96,77.11064,Arkansas,USA,Undrafted,Undrafted,Undrafted,2457
"Jared Dudley",200.66,102.0582,"Boston College",USA,2007,1,22,201162
"Jared Harper",177.8,79.3786,None,USA,Undrafted,Undrafted,Undrafted,1629607
"Jared Jeffries",210.82,104.32616,Indiana,USA,2002,1,11,2407
"Jared Reiner",210.82,115.66596,Iowa,USA,Undrafted,Undrafted,Undrafted,2876
"Jaren Jackson Jr.",210.82,109.769264,"Michigan State",USA,2018,1,4,1628991
"Jarred Vanderbilt",205.74,97.068688,Kentucky,USA,2018,2,41,1629020
"Jarrell Brantley",195.58,113.398,"College of Charleston",USA,2019,2,50,1629714
"Jarrett Allen",210.82,106.140528,Texas,USA,2017,1,22,1628386
"Jarrett Culver",198.12,88.45044,"Texas Tech",USA,2019,1,6,1629633
"Jarrett Jack",190.5,91.625584,"Georgia Tech",USA,2005,1,22,101127
"Jarrod Uthoff",205.74,100.243832,Iowa,USA,Undrafted,Undrafted,Undrafted,1627784
"Jarron Collins",210.82,114.305184,Stanford,USA,2001,2,52,2260
"Jarvis Hayes",200.66,99.79024,Georgia,USA,2003,1,10,2553
"Jason Collier",213.36,117.93392,"Georgia Tech",USA,2000,1,15,2044
"Jason Collins",213.36,117.93392,Stanford,USA,2001,1,18,2215
"Jason Hart",187.96,82.100152,Syracuse,USA,2000,2,49,2078
"Jason Kapono",203.2,96.615096,UCLA,USA,2003,2,31,2574
"Jason Kidd",193.04,94.347136,California,USA,1994,1,2,467
"Jason Maxiell",200.66,117.93392,Cincinnati,USA,2005,1,26,101131
"Jason Miskiri",187.96,83.91452,"George Mason",USA,Undrafted,Undrafted,Undrafted,1954
"Jason Richardson",198.12,99.79024,"Michigan State",USA,2001,1,5,2202
"Jason Sasser",200.66,102.0582,"Texas Tech",USA,1996,2,41,987
"Jason Smith",213.36,108.86208,"Colorado State",USA,2007,1,20,201160
"Jason Terry",187.96,78.017824,Arizona,USA,1999,1,10,1891
"Jason Thompson",210.82,113.398,Rider,USA,2008,1,12,201574
"Jason Williams",185.42,86.18248,Florida,USA,1998,1,7,1715
"JaVale McGee",213.36,107.501304,Nevada,USA,2008,1,18,201580
"Javaris Crittenton",195.58,90.7184,"Georgia Tech",USA,2007,1,19,201159
"Javonte Green",193.04,92.98636,"Radford University",USA,Undrafted,Undrafted,Undrafted,1629750
"Jawad Williams",205.74,98.883056,"North Carolina",USA,Undrafted,Undrafted,Undrafted,101214
"Jaxson Hayes",210.82,99.79024,Texas,USA,2019,1,8,1629637
"Jay Williams",187.96,88.45044,Duke,USA,2002,1,2,2398
"Jaylen Brown",200.66,102.0582,California,USA,2016,1,3,1627759
"Jaylen Hoard",203.2,97.975872,None,France,Undrafted,Undrafted,Undrafted,1629658
"Jaylen Nowell",193.04,91.171992,Washington,USA,2019,2,43,1629669
"Jayson Tatum",203.2,92.98636,Duke,USA,2017,1,3,1628369
"Jeff Ayres",205.74,108.86208,"Arizona State",USA,2009,2,31,201965
"Jeff Foote",213.36,120.20188,Cornell,USA,Undrafted,Undrafted,Undrafted,202880
"Jeff Foster",210.82,107.954896,"Texas State",USA,1999,1,21,1902
"Jeff Green",205.74,106.59412,Georgetown,USA,2007,1,5,201145
"Jeff McInnis",193.04,86.18248,"North Carolina",USA,1996,2,37,976
"Jeff Teague",187.96,81.64656,"Wake Forest",USA,2009,1,19,201952
"Jeff Trepagnier",193.04,90.7184,"Southern California",USA,2001,2,35,2244
"Jelani McCoy",208.28,111.13004,UCLA,USA,1998,2,33,1741
"Jerami Grant",203.2,95.25432,Syracuse,USA,2014,2,39,203924
"Jeremiah Martin",187.96,83.91452,Memphis,USA,Undrafted,Undrafted,Undrafted,1629725
"Jeremy Evans",205.74,88.904032,"Western Kentucky",USA,2010,2,55,202379
"Jeremy Lamb",195.58,81.64656,Connecticut,USA,2012,1,12,203087
"Jeremy Lin",190.5,90.7184,Harvard,USA,Undrafted,Undrafted,Undrafted,202391
"Jeremy Pargo",187.96,99.336648,Gonzaga,USA,Undrafted,Undrafted,Undrafted,202951
"Jeremy Richardson",200.66,88.45044,"Delta State",USA,Undrafted,Undrafted,Undrafted,200978
"Jeremy Tyler",208.28,117.93392,None,USA,2011,2,39,202719
"Jermaine Jackson",195.58,92.532768,"Detroit Mercy",USA,Undrafted,Undrafted,Undrafted,1983
"Jermaine O'Neal",210.82,102.511792,None,USA,1996,1,17,979
"Jermareo Davidson",208.28,104.32616,Alabama,USA,2007,2,36,201176
"Jerome Beasley",205.74,107.501304,"North Dakota",USA,2003,2,33,2602
"Jerome Dyson",190.5,81.64656,Connecticut,USA,Undrafted,Undrafted,Undrafted,202406
"Jerome James",215.9,136.0776,"Florida A&M",USA,1998,2,36,1744
"Jerome Jordan",213.36,108.86208,Tulsa,Jamaica,2010,2,44,202366
"Jerome Moiso",208.28,105.233344,UCLA,France,2000,1,11,2040
"Jerome Robinson",195.58,86.18248,"Boston College",USA,2018,1,13,1629010
"Jerome Williams",205.74,93.439952,Georgetown,USA,1996,1,26,966
"Jerry Smith",187.96,86.18248,Louisville,USA,1963,2,12,202536
"Jerry Stackhouse",198.12,98.883056,"North Carolina",USA,1995,1,3,711
"Jerryd Bayless",190.5,90.7184,Arizona,USA,2008,1,11,201573
"Jevon Carter",187.96,88.904032,"West Virginia",USA,2018,2,32,1628975
"Jim Jackson",198.12,97.52228,"Ohio State",USA,1992,1,4,754
"Jimmer Fredette",187.96,88.45044,"Brigham Young",USA,2011,1,10,202690
"Jimmy Butler",200.66,99.79024,Marquette,USA,2011,1,30,202710
"Jiri Welsch",200.66,94.347136,None,"Czech Republic",2002,1,16,2412
"JJ Hickson",205.74,109.769264,"North Carolina State",USA,2008,1,19,201581
"JJ Redick",193.04,86.18248,Duke,USA,2006,1,11,200755
"Joakim Noah",210.82,105.233344,Florida,USA,2007,1,9,201149
"Jodie Meeks",193.04,94.347136,Kentucky,USA,2009,2,41,201975
"Joe Alexander",203.2,104.32616,"West Virginia",USA,2008,1,8,201570
"Joe Chealey",190.5,86.18248,"College of Charleston",USA,Undrafted,Undrafted,Undrafted,1629147
