,GAME_ID,TEAM_ABBREVIATION,TEAM_ID,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,SEASON
1707,21700653,WAS,20937965932,40.0,82.0,5.437,13.0,23.0,4.1,16.0,23.0,6.917,7.0,33.0,40.0,31.0,3.0,7.0,16.0,23.0,109.0,-120.0,2017
1708,21700654,ATL,20937965581,37.0,89.0,4.009,10.0,40.0,2.093,10.0,13.0,4.0,12.0,31.0,43.0,32.0,5.0,3.0,10.0,22.0,94.0,5.0,2017
1709,21700654,NOP,20937965620,35.0,80.0,3.527,10.0,27.0,2.95,13.0,19.0,2.584,9.0,34.0,43.0,27.0,5.0,6.0,12.0,20.0,93.0,-5.0,2017
1710,21700655,BKN,19327353012,35.0,83.0,4.316,13.0,36.0,2.2640000000000002,12.0,18.0,3.267,6.0,41.0,47.0,23.0,3.0,1.0,14.0,28.0,95.0,-25.0,2017
1711,21700655,SAS,20937965867,34.0,82.0,3.205,9.0,19.0,2.375,23.0,31.0,5.238,7.0,35.0,42.0,24.0,8.0,4.0,9.0,20.0,100.0,25.0,2017
1712,21700656,DET,20937965945,37.0,88.0,3.5620000000000003,10.0,28.0,2.358,7.0,15.0,2.083,11.0,31.0,42.0,22.0,14.0,7.0,14.0,20.0,91.0,-25.0,2017
1713,21700656,TOR,20937965893,34.0,80.0,4.579,11.0,31.0,1.65,17.0,23.0,4.05,12.0,37.0,49.0,24.0,6.0,8.0,20.0,20.0,96.0,25.0,2017
1714,21700657,CHI,20937965633,45.0,106.0,4.247999999999999,10.0,39.0,1.607,12.0,13.0,6.75,14.0,35.0,49.0,24.0,10.0,2.0,11.0,19.0,112.0,-35.0,2017
1715,21700657,GSW,19327352928,42.0,84.0,5.884,13.0,33.0,1.083,22.0,25.0,4.445,5.0,44.0,49.0,24.0,5.0,3.0,15.0,16.0,119.0,35.0,2017
1716,21700658,MEM,20937965919,41.0,91.0,4.307,10.0,28.0,2.052,13.0,17.0,3.917,15.0,29.0,44.0,23.0,9.0,3.0,11.0,19.0,105.0,30.0,2017
1717,21700658,NYK,20937965776,35.0,82.0,3.5130000000000003,7.0,27.0,2.072,22.0,23.0,4.833,12.0,33.0,45.0,22.0,5.0,12.0,14.0,15.0,99.0,-30.0,2017
1718,21700659,MIA,19327352976,38.0,82.0,3.994,10.0,24.0,2.8160000000000003,20.0,27.0,4.495,10.0,36.0,46.0,28.0,4.0,7.0,15.0,28.0,106.0,25.0,2017
1719,21700659,MIL,20937965737,33.0,76.0,4.711,11.0,28.0,2.842,24.0,32.0,5.4079999999999995,5.0,33.0,38.0,23.0,6.0,4.0,9.0,25.0,101.0,-25.0,2017
1720,21700660,LAL,20937965711,38.0,81.0,6.0,10.0,26.0,3.7,4.0,4.0,2.0,6.0,24.0,30.0,25.0,9.0,1.0,16.0,15.0,90.0,-120.0,2017
1721,21700660,OKC,20937965880,46.0,95.0,5.624,12.0,35.0,2.666,10.0,12.0,4.167,21.0,33.0,54.0,22.0,10.0,6.0,16.0,14.0,114.0,120.0,2017
1722,21700661,SAC,19327353096,38.0,72.0,4.167,13.0,21.0,2.8000000000000003,16.0,20.0,4.9670000000000005,8.0,28.0,36.0,19.0,9.0,4.0,19.0,21.0,105.0,-75.0,2017
1723,21700661,UTA,19327353144,46.0,81.0,5.465,12.0,29.0,2.848,16.0,20.0,3.314,6.0,23.0,29.0,26.0,15.0,4.0,10.0,20.0,120.0,75.0,2017
1724,21700662,DEN,20937965659,42.0,97.0,3.997,5.0,25.0,1.325,15.0,18.0,5.25,20.0,34.0,54.0,23.0,13.0,7.0,19.0,25.0,104.0,-25.0,2017
1725,21700662,LAC,17716740206,40.0,87.0,4.779,10.0,30.0,1.72,19.0,31.0,3.962,17.0,31.0,48.0,22.0,10.0,5.0,20.0,16.0,109.0,25.0,2017
1726,21700663,BOS,19327352856,30.0,74.0,3.5100000000000002,7.0,29.0,1.5190000000000001,13.0,17.0,3.917,3.0,28.0,31.0,13.0,7.0,5.0,19.0,20.0,80.0,-45.0,2017
1727,21700663,PHI,19327353060,34.0,73.0,4.824,6.0,17.0,1.983,15.0,17.0,4.607,8.0,33.0,41.0,18.0,10.0,5.0,22.0,20.0,89.0,45.0,2017
1728,21700664,CLE,20937965607,38.0,85.0,4.779,10.0,34.0,2.8,18.0,27.0,3.69,14.0,32.0,46.0,22.0,8.0,4.0,20.0,21.0,104.0,5.0,2017
1729,21700664,ORL,19327353036,41.0,88.0,4.901,5.0,22.0,2.033,16.0,21.0,4.55,9.0,33.0,42.0,25.0,12.0,6.0,14.0,22.0,103.0,-5.0,2017
1730,21700665,HOU,20937965685,42.0,88.0,3.8080000000000003,17.0,39.0,2.155,15.0,17.0,4.75,11.0,34.0,45.0,24.0,11.0,5.0,9.0,15.0,116.0,90.0,2017
1731,21700665,MIN,20937965750,38.0,81.0,4.047000000000001,8.0,24.0,2.343,14.0,21.0,3.625,8.0,32.0,40.0,24.0,8.0,8.0,11.0,16.0,98.0,-90.0,2017
1732,21700666,IND,19327353048,36.0,91.0,3.747,7.0,26.0,1.194,7.0,13.0,3.3,10.0,36.0,46.0,17.0,4.0,4.0,8.0,16.0,86.0,-70.0,2017
1733,21700666,POR,20937965841,37.0,94.0,3.649,10.0,32.0,1.436,16.0,16.0,4.0,14.0,43.0,57.0,17.0,6.0,7.0,11.0,11.0,100.0,70.0,2017
1734,21700667,SAS,20937965867,31.0,91.0,4.632,5.0,20.0,2.444,16.0,20.0,4.7170000000000005,17.0,39.0,56.0,18.0,9.0,7.0,12.0,13.0,83.0,-15.0,2017
1735,21700667,TOR,20937965893,34.0,85.0,3.495,9.0,26.0,3.194,9.0,14.0,2.4,9.0,41.0,50.0,16.0,8.0,1.0,13.0,19.0,86.0,15.0,2017
1736,21700668,BKN,20937965763,36.0,76.0,6.327,9.0,32.0,2.634,20.0,26.0,7.0,10.0,34.0,44.0,20.0,5.0,8.0,14.0,18.0,101.0,30.0,2017
1737,21700668,MIA,19327352976,35.0,84.0,3.63,7.0,22.0,2.036,18.0,25.0,4.425,12.0,31.0,43.0,22.0,7.0,7.0,11.0,22.0,95.0,-30.0,2017
1738,21700669,DET,20937965945,40.0,80.0,6.046,10.0,30.0,2.509,22.0,26.0,5.25,7.0,28.0,35.0,25.0,8.0,3.0,14.0,22.0,112.0,-50.0,2017
1739,21700669,WAS,20937965932,41.0,82.0,4.806,16.0,35.0,2.527,24.0,27.0,6.306,8.0,26.0,34.0,28.0,10.0,4.0,13.0,20.0,122.0,50.0,2017
1740,21700670,MEM,20937965919,39.0,88.0,5.523,10.0,34.0,1.996,18.0,23.0,4.833,14.0,35.0,49.0,24.0,12.0,5.0,13.0,17.0,106.0,90.0,2017
1741,21700670,SAC,20937965854,32.0,80.0,3.725,11.0,27.0,2.642,13.0,18.0,3.25,11.0,33.0,44.0,18.0,10.0,3.0,21.0,20.0,88.0,-90.0,2017
1742,21700671,DEN,20937965659,35.0,78.0,4.138,14.0,36.0,3.489,16.0,21.0,4.75,7.0,35.0,42.0,23.0,7.0,5.0,16.0,20.0,100.0,-40.0,2017
1743,21700671,PHX,20937965828,40.0,81.0,4.792,14.0,33.0,3.281,14.0,20.0,4.25,4.0,33.0,37.0,28.0,9.0,6.0,11.0,21.0,108.0,40.0,2017
1744,21700672,NYK,20937965776,44.0,89.0,5.891,11.0,20.0,3.857,18.0,23.0,4.981,7.0,29.0,36.0,23.0,6.0,6.0,12.0,26.0,117.0,10.0,2017
1745,21700672,UTA,19327353144,42.0,91.0,4.336,11.0,31.0,3.0060000000000002,20.0,30.0,4.2669999999999995,15.0,37.0,52.0,19.0,4.0,6.0,17.0,20.0,115.0,-10.0,2017
1746,21700673,IND,19327353048,37.0,97.0,3.589,2.0,25.0,0.3669999999999999,10.0,13.0,4.35,12.0,32.0,44.0,15.0,9.0,4.0,9.0,18.0,86.0,-65.0,2017
1747,21700673,LAL,20937965711,44.0,80.0,5.039,9.0,28.0,2.583,2.0,14.0,0.667,6.0,41.0,47.0,26.0,7.0,6.0,14.0,17.0,99.0,65.0,2017
1748,21700674,CLE,20937965607,46.0,89.0,7.421,10.0,37.0,1.955,22.0,27.0,6.933,3.0,25.0,28.0,32.0,7.0,4.0,15.0,18.0,124.0,-120.0,2017
1749,21700674,OKC,20937965880,58.0,100.0,5.009,14.0,30.0,3.622,18.0,28.0,3.875,16.0,36.0,52.0,37.0,9.0,2.0,13.0,23.0,148.0,120.0,2017
1750,21700675,ATL,20937965581,35.0,92.0,5.853,11.0,48.0,3.55,16.0,23.0,5.571,9.0,36.0,45.0,27.0,5.0,4.0,13.0,21.0,97.0,-80.0,2017
1751,21700675,CHI,17716740151,40.0,80.0,5.649,14.0,32.0,3.867,19.0,21.0,6.5,4.0,44.0,48.0,31.0,8.0,1.0,16.0,23.0,113.0,80.0,2017
1752,21700676,CHA,20937965958,41.0,90.0,4.058,7.0,27.0,2.775,16.0,21.0,3.8,8.0,35.0,43.0,22.0,9.0,8.0,7.0,12.0,105.0,-5.0,2017
1753,21700676,MIA,19327352976,43.0,87.0,4.453,13.0,28.0,3.141,7.0,12.0,2.75,8.0,39.0,47.0,28.0,5.0,6.0,14.0,17.0,106.0,5.0,2017
1754,21700677,MEM,20937965919,37.0,82.0,3.769,15.0,35.0,3.036,15.0,16.0,3.833,10.0,34.0,44.0,22.0,2.0,1.0,14.0,29.0,104.0,-35.0,2017
1755,21700677,NOP,20937965620,39.0,78.0,4.013,7.0,27.0,1.449,26.0,32.0,4.209,6.0,35.0,41.0,23.0,6.0,5.0,10.0,15.0,111.0,35.0,2017
1756,21700678,MIL,20937965737,33.0,82.0,4.034,10.0,32.0,1.7,18.0,22.0,5.35,8.0,27.0,35.0,20.0,10.0,3.0,17.0,20.0,94.0,-110.0,2017
1757,21700678,PHI,17716740305,45.0,85.0,5.192,10.0,25.0,2.2,16.0,19.0,5.333,11.0,34.0,45.0,32.0,9.0,4.0,16.0,18.0,116.0,110.0,2017
1758,21700679,GSW,19327352928,40.0,82.0,5.314,17.0,36.0,2.638,11.0,15.0,2.133,4.0,29.0,33.0,31.0,8.0,10.0,19.0,24.0,108.0,-40.0,2017
1759,21700679,HOU,20937965685,41.0,87.0,4.115,14.0,37.0,1.9340000000000002,20.0,29.0,4.875,12.0,34.0,46.0,19.0,14.0,3.0,15.0,18.0,116.0,40.0,2017
1760,21700680,MIN,20937965750,38.0,81.0,4.338,7.0,16.0,3.583,32.0,42.0,6.306,15.0,29.0,44.0,21.0,4.0,3.0,11.0,20.0,115.0,30.0,2017
1761,21700680,TOR,20937965893,39.0,83.0,4.519,12.0,33.0,2.75,19.0,21.0,3.607,8.0,27.0,35.0,23.0,7.0,7.0,13.0,30.0,109.0,-30.0,2017
1762,21700681,LAC,17716740206,36.0,82.0,5.369,11.0,36.0,1.595,30.0,38.0,6.183,7.0,27.0,34.0,18.0,17.0,2.0,14.0,24.0,113.0,-60.0,2017
1763,21700681,UTA,19327353144,45.0,82.0,6.04,11.0,28.0,4.0,24.0,32.0,3.85,11.0,45.0,56.0,21.0,9.0,3.0,20.0,29.0,125.0,60.0,2017
1764,21700682,DAL,20937965646,38.0,83.0,3.8529999999999998,10.0,25.0,3.25,22.0,28.0,5.7170000000000005,11.0,26.0,37.0,19.0,9.0,5.0,9.0,21.0,108.0,-45.0,2017
1765,21700682,POR,20937965841,45.0,86.0,4.336,18.0,36.0,3.04,9.0,10.0,3.667,9.0,31.0,40.0,19.0,3.0,3.0,14.0,23.0,117.0,45.0,2017
1766,21700683,BOS,20937965594,37.0,85.0,3.475,8.0,27.0,1.7970000000000002,13.0,14.0,2.875,11.0,33.0,44.0,22.0,6.0,9.0,15.0,18.0,95.0,-40.0,2017
1767,21700683,ORL,19327353036,43.0,92.0,5.927,6.0,21.0,2.166,11.0,16.0,4.167,13.0,31.0,44.0,20.0,7.0,9.0,10.0,19.0,103.0,40.0,2017
1768,21700684,LAL,20937965711,51.0,91.0,5.6160000000000005,10.0,26.0,3.617,15.0,21.0,3.383,12.0,27.0,39.0,31.0,10.0,3.0,6.0,18.0,127.0,100.0,2017
1769,21700684,NYK,20937965776,44.0,81.0,6.506,12.0,25.0,3.8890000000000002,7.0,10.0,3.0,7.0,26.0,33.0,32.0,3.0,5.0,17.0,20.0,107.0,-100.0,2017
1770,21700685,BKN,20937965763,37.0,80.0,5.115,13.0,31.0,3.119,14.0,20.0,4.056,7.0,39.0,46.0,23.0,1.0,3.0,15.0,18.0,101.0,5.0,2017
1771,21700685,DET,20937965945,38.0,90.0,4.367,9.0,29.0,2.499,15.0,17.0,6.0,7.0,36.0,43.0,21.0,3.0,4.0,6.0,19.0,100.0,-5.0,2017
1772,21700686,IND,19327353048,37.0,84.0,3.549,4.0,19.0,2.166,16.0,17.0,5.833,7.0,34.0,41.0,14.0,14.0,1.0,10.0,15.0,94.0,40.0,2017
1773,21700686,SAS,20937965867,35.0,82.0,4.05,9.0,34.0,2.058,7.0,12.0,2.567,10.0,36.0,46.0,24.0,8.0,10.0,20.0,14.0,86.0,-40.0,2017
1774,21700687,CHA,20937965958,38.0,86.0,4.0889999999999995,16.0,40.0,2.89,20.0,25.0,5.067,11.0,37.0,48.0,22.0,4.0,10.0,15.0,14.0,112.0,25.0,2017
1775,21700687,SAC,20937965854,43.0,97.0,4.695,10.0,22.0,2.5,11.0,15.0,4.7669999999999995,10.0,32.0,42.0,27.0,8.0,3.0,7.0,22.0,107.0,-25.0,2017
1776,21700688,ATL,20937965581,40.0,83.0,6.578,12.0,26.0,5.683,12.0,12.0,5.0,10.0,34.0,44.0,24.0,8.0,5.0,17.0,24.0,104.0,70.0,2017
1777,21700688,UTA,19327353144,33.0,76.0,4.487,4.0,15.0,1.9,20.0,28.0,6.541,7.0,32.0,39.0,20.0,8.0,6.0,16.0,15.0,90.0,-70.0,2017
1778,21700689,HOU,20937965685,36.0,81.0,3.876,15.0,37.0,2.735,12.0,18.0,3.65,8.0,30.0,38.0,20.0,10.0,3.0,14.0,15.0,99.0,45.0,2017
1779,21700689,MIA,19327352976,39.0,82.0,4.325,7.0,30.0,1.439,5.0,9.0,2.167,9.0,33.0,42.0,18.0,7.0,4.0,16.0,18.0,90.0,-45.0,2017
1780,21700690,MEM,20937965919,33.0,78.0,4.861,10.0,26.0,2.883,29.0,35.0,6.547000000000001,11.0,21.0,32.0,14.0,14.0,2.0,12.0,26.0,105.0,20.0,2017
1781,21700690,PHI,17716740305,32.0,71.0,3.277,14.0,31.0,2.364,23.0,31.0,5.856,16.0,32.0,48.0,21.0,2.0,4.0,23.0,28.0,101.0,-20.0,2017
1782,21700691,MIL,20937965737,38.0,71.0,3.442,5.0,17.0,1.25,28.0,37.0,4.553,8.0,24.0,32.0,20.0,14.0,5.0,17.0,22.0,109.0,20.0,2017
1783,21700691,PHX,19327353072,39.0,79.0,5.094,9.0,26.0,3.0,18.0,20.0,5.5,9.0,25.0,34.0,31.0,12.0,2.0,21.0,26.0,105.0,-20.0,2017
1784,21700692,CHI,20937965633,45.0,92.0,4.455,8.0,31.0,2.144,30.0,34.0,7.1,6.0,48.0,54.0,31.0,8.0,6.0,24.0,32.0,128.0,-20.0,2017
1785,21700692,NOP,20937965620,47.0,113.0,3.146,16.0,44.0,2.204,22.0,26.0,4.179,15.0,40.0,55.0,32.0,14.0,3.0,13.0,28.0,132.0,20.0,2017
1786,21700693,DAL,19327352904,38.0,87.0,5.756,10.0,31.0,1.749,12.0,17.0,4.75,9.0,43.0,52.0,20.0,9.0,9.0,11.0,21.0,98.0,115.0,2017
1787,21700693,WAS,20937965932,26.0,86.0,4.433,7.0,32.0,2.075,16.0,27.0,3.666,17.0,30.0,47.0,15.0,7.0,5.0,12.0,18.0,75.0,-115.0,2017
1788,21700694,DEN,20937965659,34.0,83.0,3.193,10.0,30.0,2.186,26.0,33.0,6.196,14.0,35.0,49.0,23.0,7.0,8.0,15.0,20.0,104.0,15.0,2017
1789,21700694,POR,20937965841,36.0,85.0,3.881,8.0,25.0,2.25,21.0,26.0,4.75,11.0,33.0,44.0,19.0,11.0,6.0,11.0,22.0,101.0,-15.0,2017
1790,21700695,LAC,17716740206,47.0,84.0,4.789,9.0,27.0,1.583,15.0,22.0,3.279,8.0,32.0,40.0,31.0,4.0,1.0,17.0,27.0,118.0,-40.0,2017
1791,21700695,MIN,20937965750,43.0,91.0,3.464,7.0,22.0,1.262,33.0,39.0,3.216,18.0,29.0,47.0,20.0,5.0,4.0,13.0,22.0,126.0,40.0,2017
1792,21700696,ORL,19327353036,36.0,83.0,4.197,11.0,31.0,3.753,16.0,19.0,5.834,11.0,29.0,40.0,23.0,9.0,4.0,17.0,17.0,99.0,-30.0,2017
1793,21700696,SAC,19327353096,43.0,87.0,4.2330000000000005,8.0,26.0,2.071,11.0,13.0,3.55,11.0,33.0,44.0,24.0,9.0,11.0,14.0,15.0,105.0,30.0,2017
1794,21700697,BKN,20937965763,37.0,79.0,5.413,16.0,38.0,3.625,18.0,25.0,5.584,8.0,37.0,45.0,27.0,1.0,5.0,12.0,25.0,108.0,-5.0,2017
1795,21700697,OKC,20937965880,40.0,94.0,4.427,7.0,25.0,2.843,22.0,32.0,3.795,16.0,34.0,50.0,12.0,7.0,4.0,4.0,18.0,109.0,5.0,2017
1796,21700698,CLE,20937965607,35.0,72.0,5.4350000000000005,6.0,21.0,1.333,26.0,31.0,6.489,6.0,35.0,41.0,19.0,6.0,3.0,18.0,14.0,102.0,-60.0,2017
1797,21700698,SAS,20937965867,47.0,94.0,4.471,8.0,28.0,1.362,12.0,16.0,2.607,13.0,32.0,45.0,23.0,11.0,4.0,9.0,19.0,114.0,60.0,2017
1798,21700699,GSW,20937965672,46.0,83.0,8.196,13.0,30.0,1.85,18.0,20.0,6.0,3.0,33.0,36.0,40.0,6.0,3.0,12.0,16.0,123.0,55.0,2017
1799,21700699,NYK,20937965776,43.0,83.0,7.0329999999999995,9.0,22.0,3.0,17.0,19.0,5.5,6.0,32.0,38.0,28.0,4.0,0.0,13.0,20.0,112.0,-55.0,2017
1800,21700700,BOS,20937965594,42.0,90.0,3.849,15.0,44.0,2.48,8.0,10.0,2.5,7.0,35.0,42.0,22.0,3.0,5.0,11.0,25.0,107.0,-5.0,2017
1801,21700700,LAL,20937965711,40.0,91.0,4.078,7.0,26.0,1.0470000000000002,21.0,36.0,4.541,14.0,37.0,51.0,18.0,6.0,2.0,10.0,16.0,108.0,5.0,2017
1802,21700701,CHA,20937965958,36.0,85.0,3.654,6.0,21.0,2.075,18.0,31.0,4.154,10.0,39.0,49.0,16.0,5.0,6.0,14.0,23.0,96.0,-25.0,2017
1803,21700701,NOP,20937965620,39.0,87.0,3.933,9.0,26.0,2.95,14.0,18.0,3.321,8.0,34.0,42.0,26.0,6.0,10.0,15.0,19.0,101.0,25.0,2017
1804,21700702,DET,20937965945,38.0,97.0,3.662,7.0,31.0,1.8760000000000001,12.0,18.0,2.0,15.0,42.0,57.0,23.0,10.0,7.0,19.0,16.0,95.0,-15.0,2017
1805,21700702,UTA,19327353144,38.0,96.0,4.224,10.0,31.0,2.679,12.0,16.0,4.25,9.0,35.0,44.0,24.0,11.0,9.0,14.0,15.0,98.0,15.0,2017
1806,21700703,IND,19327353048,45.0,80.0,5.41,9.0,24.0,2.266,17.0,25.0,4.333,3.0,36.0,39.0,32.0,11.0,3.0,12.0,24.0,116.0,75.0,2017
1807,21700703,PHX,19327353072,35.0,84.0,4.390000000000001,9.0,35.0,1.433,22.0,29.0,4.334,10.0,32.0,42.0,22.0,3.0,2.0,16.0,26.0,101.0,-75.0,2017
1808,21700704,CHI,20937965633,36.0,94.0,3.572,11.0,37.0,3.86,18.0,22.0,6.333,10.0,33.0,43.0,20.0,8.0,2.0,11.0,15.0,101.0,-70.0,2017
1809,21700704,PHI,17716740305,42.0,81.0,4.836,16.0,32.0,4.142,15.0,20.0,3.7,6.0,42.0,48.0,31.0,6.0,7.0,14.0,20.0,115.0,70.0,2017
1810,21700705,ATL,20937965581,37.0,94.0,5.11,7.0,21.0,3.0,12.0,17.0,4.25,12.0,35.0,47.0,19.0,8.0,9.0,16.0,21.0,93.0,-75.0,2017
1811,21700705,TOR,20937965893,39.0,89.0,5.198,14.0,36.0,3.167,16.0,25.0,4.75,12.0,40.0,52.0,25.0,10.0,12.0,17.0,22.0,108.0,75.0,2017
1812,21700706,DAL,20937965646,35.0,82.0,5.0600000000000005,15.0,35.0,2.5,12.0,18.0,4.3,9.0,40.0,49.0,24.0,5.0,2.0,13.0,21.0,97.0,-35.0,2017
1813,21700706,HOU,17716740195,36.0,82.0,3.18,21.0,51.0,2.4699999999999998,11.0,23.0,3.667,7.0,36.0,43.0,20.0,8.0,3.0,9.0,19.0,104.0,35.0,2017
1814,21700707,MEM,20937965919,36.0,83.0,4.906000000000001,2.0,18.0,0.5,11.0,14.0,3.333,9.0,32.0,41.0,19.0,7.0,4.0,17.0,25.0,85.0,-115.0,2017
1815,21700707,SAS,20937965867,38.0,82.0,5.25,10.0,24.0,3.096,22.0,25.0,5.417,11.0,34.0,45.0,29.0,9.0,6.0,13.0,19.0,108.0,115.0,2017
1816,21700708,MIN,20937965750,45.0,84.0,6.372,6.0,16.0,1.833,18.0,22.0,6.0,5.0,28.0,33.0,20.0,7.0,2.0,6.0,14.0,114.0,-45.0,2017
1817,21700708,POR,20937965841,45.0,82.0,5.245,17.0,31.0,3.4290000000000003,16.0,21.0,4.214,6.0,31.0,37.0,24.0,4.0,1.0,10.0,16.0,123.0,45.0,2017
1818,21700709,BOS,20937965594,39.0,93.0,4.433,14.0,40.0,3.417,21.0,22.0,5.833,10.0,37.0,47.0,25.0,10.0,3.0,13.0,28.0,113.0,55.0,2017
1819,21700709,LAC,17716740206,35.0,79.0,3.8680000000000003,5.0,21.0,1.953,27.0,39.0,4.923,10.0,30.0,40.0,26.0,6.0,5.0,19.0,15.0,102.0,-55.0,2017
1820,21700710,MIA,19327352976,31.0,82.0,3.125,12.0,34.0,1.8479999999999999,14.0,18.0,4.4670000000000005,7.0,39.0,46.0,19.0,8.0,4.0,13.0,19.0,88.0,-5.0,2017
1821,21700710,SAC,20937965854,38.0,81.0,4.5200000000000005,5.0,12.0,1.0710000000000002,8.0,14.0,1.846,5.0,33.0,38.0,17.0,3.0,6.0,13.0,21.0,89.0,5.0,2017
1822,21700711,OKC,20937965880,45.0,87.0,5.299,9.0,27.0,2.055,22.0,29.0,4.534,13.0,27.0,40.0,18.0,16.0,6.0,14.0,15.0,121.0,45.0,2017
1823,21700711,WAS,20937965932,42.0,86.0,4.573,16.0,35.0,2.245,12.0,16.0,3.0140000000000002,12.0,27.0,39.0,25.0,10.0,2.0,23.0,25.0,112.0,-45.0,2017
1824,21700712,DEN,20937965659,48.0,80.0,5.573,14.0,28.0,3.9,20.0,24.0,6.2780000000000005,2.0,30.0,32.0,36.0,3.0,2.0,13.0,20.0,130.0,60.0,2017
1825,21700712,NYK,20937965776,45.0,82.0,5.847,8.0,21.0,3.6,20.0,24.0,4.8,3.0,30.0,33.0,32.0,9.0,5.0,10.0,20.0,118.0,-60.0,2017
1826,21700713,GSW,19327352928,48.0,89.0,5.052,21.0,37.0,3.0010000000000003,9.0,15.0,3.167,11.0,36.0,47.0,37.0,9.0,8.0,15.0,17.0,126.0,65.0,2017
1827,21700713,MIN,20937965750,46.0,101.0,3.218,6.0,20.0,1.55,15.0,18.0,5.417,13.0,30.0,43.0,25.0,9.0,3.0,10.0,15.0,113.0,-65.0,2017
1828,21700714,ATL,19327352844,37.0,79.0,5.421,15.0,30.0,4.766,21.0,25.0,4.957,6.0,33.0,39.0,23.0,6.0,5.0,20.0,26.0,110.0,-55.0,2017
1829,21700714,CHA,20937965958,40.0,88.0,4.329000000000001,13.0,34.0,2.1959999999999997,28.0,32.0,5.714,11.0,32.0,43.0,25.0,13.0,8.0,11.0,25.0,121.0,55.0,2017
1830,21700715,CLE,20937965607,46.0,82.0,4.862,13.0,37.0,1.7879999999999998,10.0,13.0,3.05,8.0,36.0,44.0,27.0,13.0,4.0,20.0,11.0,115.0,35.0,2017
1831,21700715,IND,19327353048,43.0,91.0,4.334,13.0,31.0,3.334,9.0,11.0,4.25,8.0,29.0,37.0,27.0,13.0,1.0,16.0,15.0,108.0,-35.0,2017
1832,21700716,TOR,20937965893,37.0,95.0,3.945,7.0,27.0,2.366,12.0,17.0,4.214,16.0,36.0,52.0,23.0,10.0,13.0,11.0,18.0,93.0,-20.0,2017
1833,21700716,UTA,19327353144,36.0,87.0,3.653,10.0,21.0,2.338,15.0,21.0,4.9670000000000005,10.0,37.0,47.0,20.0,7.0,5.0,13.0,16.0,97.0,20.0,2017
1834,21700717,CHI,20937965633,35.0,93.0,3.5620000000000003,17.0,36.0,3.8609999999999998,16.0,24.0,4.667,16.0,37.0,53.0,21.0,3.0,7.0,13.0,25.0,103.0,-25.0,2017
1835,21700717,LAL,19327352964,41.0,91.0,4.348,5.0,24.0,1.566,21.0,28.0,4.5920000000000005,10.0,38.0,48.0,23.0,6.0,3.0,9.0,23.0,108.0,25.0,2017
1836,21700718,LAC,17716740206,39.0,80.0,3.799,10.0,27.0,1.375,21.0,29.0,4.357,3.0,33.0,36.0,23.0,15.0,6.0,10.0,20.0,109.0,45.0,2017
1837,21700718,MEM,20937965919,39.0,81.0,4.139,8.0,27.0,1.869,14.0,18.0,6.75,8.0,35.0,43.0,31.0,1.0,9.0,19.0,24.0,100.0,-45.0,2017
1838,21700719,BKN,20937965763,33.0,89.0,4.312,8.0,34.0,2.05,17.0,20.0,3.508,11.0,34.0,45.0,18.0,5.0,2.0,14.0,19.0,91.0,-125.0,2017
1839,21700719,MIL,20937965737,43.0,83.0,4.942,12.0,23.0,4.7620000000000005,18.0,20.0,5.5760000000000005,3.0,41.0,44.0,28.0,9.0,6.0,9.0,17.0,116.0,125.0,2017
1840,21700720,HOU,17716740195,36.0,78.0,3.459,12.0,36.0,1.8570000000000002,29.0,35.0,4.107,2.0,33.0,35.0,22.0,10.0,2.0,12.0,23.0,113.0,-10.0,2017
1841,21700720,NOP,20937965620,44.0,82.0,5.3340000000000005,11.0,27.0,2.683,16.0,21.0,3.142,6.0,36.0,42.0,36.0,8.0,5.0,15.0,26.0,115.0,10.0,2017
1842,21700721,DAL,17716740162,35.0,89.0,4.327,10.0,30.0,2.438,13.0,17.0,3.5,8.0,29.0,37.0,17.0,9.0,3.0,5.0,19.0,93.0,-70.0,2017
1843,21700721,POR,19327353084,39.0,79.0,4.183,10.0,30.0,2.625,19.0,23.0,5.227,10.0,44.0,54.0,20.0,4.0,6.0,14.0,17.0,107.0,70.0,2017
1844,21700722,PHI,20937965815,38.0,79.0,4.957,9.0,21.0,3.533,12.0,18.0,3.375,12.0,38.0,50.0,23.0,5.0,4.0,9.0,20.0,97.0,95.0,2017
1845,21700722,SAS,20937965867,30.0,75.0,4.106,3.0,24.0,0.567,15.0,18.0,4.083,5.0,31.0,36.0,20.0,6.0,5.0,9.0,14.0,78.0,-95.0,2017
1846,21700723,NYK,20937965776,41.0,85.0,5.457,9.0,25.0,2.783,16.0,22.0,5.134,10.0,39.0,49.0,25.0,7.0,10.0,16.0,20.0,107.0,110.0,2017
1847,21700723,PHX,20937965828,33.0,94.0,3.59,11.0,33.0,3.376,8.0,13.0,3.25,12.0,30.0,42.0,15.0,6.0,3.0,14.0,24.0,85.0,-110.0,2017
1848,21700724,DET,20937965945,39.0,84.0,4.301,12.0,33.0,3.164,18.0,24.0,4.875,13.0,30.0,43.0,24.0,4.0,3.0,16.0,20.0,108.0,-65.0,2017
