TEAM_ID,PLAYER_ID,SEASON
1610612762,1626220,2019
1610612762,202711,2019
1610612762,203497,2019
1610612762,1628378,2019
1610612762,201144,2019
1610612762,204060,1900
1610612762,202334,2019
1610612762,201145,2019
1610612762,203957,2019
1610612762,1626144,2019
1610612762,1627777,2019
1610612762,1628396,2019
1610612762,1628430,2019
1610612755,202699,2019
1610612755,201143,2019
1610612755,203954,2019
1610612755,1627788,2019
1610612755,1627732,2019
1610612755,203516,2050
1610612755,203118,2019
1610612755,203526,2019
1610612755,1629680,2019
1610612755,1629003,2019
1610612755,203124,2019
1610612755,203658,2019
1610612752,1628995,2019
1610612752,203944,2019
1610612752,201959,2019
1610612752,1629628,2019
1610612752,1628372,2019
1610612752,201961,2019
1610612752,1629011,2019
1610612752,1628422,2019
1610612752,1626171,2019
1610612752,1629019,2019
1610612752,1629649,2019
1610612752,1628443,2019
1610612749,203114,2019
1610612749,203507,2019
1610612749,201577,2019
1610612749,202083,2019
1610612749,202339,2019
1610612749,1628978,2019
1610612749,101141,2019
1610612749,1626192,2019
1610612749,201588,2019
1610612749,1628391,2019
1610612749,2594,2019
1610612749,1627733,2019
1610612749,203648,2019
1610612741,1627739,2019
1610612741,1628374,2019
1610612741,1628976,2019
1610612741,203897,2019
1610612741,203107,2019
1610612741,1629632,2019
1610612741,201152,2019
1610612741,1627853,2019
1610612741,1627756,2019
1610612741,1629655,2019
1610612741,1627885,2019
1610612741,1628436,2019
1610612741,1629622,2019
1610612756,1626162,2019
1610612756,203967,2019
1610612756,1626163,2019
1610612756,1626164,2019
1610612756,201937,2019
1610612756,1628969,2019
1610612756,1629660,2019
1610612756,1629661,2019
1610612756,1628975,2019
1610612756,203382,2019
1610612756,204020,2019
1610612756,1629059,2019
1610612766,1628970,2019
1610612766,1629023,2019
1610612766,202687,2019
1610612766,1628984,2019
1610612766,1626179,2019
1610612766,201587,2019
1610612766,203469,2019
1610612766,101107,2019
1610612766,1628370,2019
1610612766,1628407,2019
1610612766,1626195,2019
1610612766,203077,2019
1610612754,203933,2019
1610612754,1627734,2019
1610612754,1626167,2019
1610612754,203087,2019
1610612754,1627763,2019
1610612754,203200,2019
1610612754,1628988,2019
1610612754,204456,2019
1610612754,203926,2019
1610612754,1629048,2019
1610612754,1628993,2019
1610612754,1628388,2019
1610612763,203524,2019
1610612763,203109,2019
1610612763,1628991,2019
1610612763,1628415,2019
1610612763,1626145,2019
1610612763,1629001,2019
1610612763,1628960,2019
1610612763,203998,2019
1610612763,1629741,2019
1610612763,203937,2019
1610612763,1629634,2019
1610612763,202685,2019
1610612763,1629139,2019
1610612744,1629672,2019
1610612744,1626172,2019
1610612744,1626161,2019
1610612744,203922,2019
1610612744,202692,2019
1610612744,1629065,2019
1610612744,1627737,2019
1610612744,1629673,2019
1610612744,1629016,2019
1610612744,1628980,2019
1610612744,203110,2019
1610612737,1629631,2019
1610612737,203953,2019
1610612737,1627745,2019
1610612737,1627761,2019
1610612737,1629027,2019
1610612737,1713,2019
1610612737,203458,2019
1610612737,1629629,2019
1610612737,202323,2019
1610612737,1627820,2019
1610612737,1628981,2019
1610612737,1629164,2019
1610612737,202718,2019
1610612748,202710,2019
1610612748,1628389,2019
1610612748,203086,2019
1610612748,1629130,2019
1610612748,1629134,2019
1610612748,201609,2019
1610612748,1626159,2019
1610612748,1629735,2019
1610612748,1629639,2019
1610612748,203482,2019
1610612748,1627884,2019
1610612748,2617,2019
1610612748,201949,2019
1610612751,203925,2019
1610612751,1627752,2019
1610612751,1628386,2019
1610612751,202066,2019
1610612751,203915,2019
1610612751,1629058,2019
1610612751,201599,1900
1610612751,202697,2019
1610612751,1628021,2019
1610612751,1629033,2019
1610612751,1629651,2019
1610612750,1626203,2019
1610612750,203496,2019
1610612750,1626157,2019
1610612750,1629633,2019
1610612750,203952,2019
1610612750,201952,2019
1610612750,1629006,2019
1610612750,203894,2019
1610612750,1628966,2019
1610612750,203476,2019
1610612750,1628395,2019
1610612750,1629675,2019
1610612750,203943,2019
1610612742,1627827,2019
1610612742,204001,2019
1610612742,203939,2019
1610612742,203501,2019
1610612742,1629029,2019
1610612742,1626153,2019
1610612742,203552,2019
1610612742,1628467,2019
1610612742,1628973,2019
1610612742,1628382,2019
1610612742,1626246,2019
1610612742,200826,2019
1610612742,201584,2019
1610612747,2544,2019
1610612747,203076,2019
1610612747,201580,2019
1610612747,201980,2019
1610612747,203484,2019
1610612747,1628398,2019
1610612747,1627936,2019
1610612747,200765,2019
1610612747,203584,2019
1610612747,2730,2019
1610612747,201162,2019
1610612747,1626188,2019
1610612765,203503,2019
1610612765,201933,2019
1610612765,203083,2019
1610612765,1628379,2019
1610612765,1628971,2019
1610612765,204038,2019
1610612765,201565,2019
1610612765,202693,2019
1610612765,1629004,2019
1610612765,1626174,2019
1610612765,1627748,2019
1610612765,204025,2019
1610612765,1629635,2019
1610612760,1628390,2019
1610612760,201568,2019
1610612760,203500,2019
